IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.17.193,2095,false,SIN,Asia Pacific,Singapore,222 ms,3462 kB/s
47.236.145.85,2095,false,SIN,Asia Pacific,Singapore,230 ms,3440 kB/s
47.237.10.1,2086,false,SIN,Asia Pacific,Singapore,232 ms,3439 kB/s
47.237.100.206,2086,false,SIN,Asia Pacific,Singapore,241 ms,3363 kB/s
47.236.168.17,80,false,SIN,Asia Pacific,Singapore,237 ms,3323 kB/s
47.76.94.15,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,3302 kB/s
47.236.5.223,2052,false,SIN,Asia Pacific,Singapore,241 ms,3281 kB/s
47.236.9.152,80,false,SIN,Asia Pacific,Singapore,232 ms,3279 kB/s
47.237.95.13,8080,false,SIN,Asia Pacific,Singapore,222 ms,3235 kB/s
47.236.10.100,2082,false,SIN,Asia Pacific,Singapore,225 ms,3206 kB/s
8.217.251.62,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,3151 kB/s
8.217.251.62,80,false,HKG,Asia Pacific,Hong Kong,72 ms,3130 kB/s
47.237.84.173,2082,false,SIN,Asia Pacific,Singapore,247 ms,3126 kB/s
47.236.97.90,2095,false,SIN,Asia Pacific,Singapore,231 ms,3097 kB/s
47.236.17.193,80,false,SIN,Asia Pacific,Singapore,222 ms,3065 kB/s
47.236.10.182,80,false,SIN,Asia Pacific,Singapore,221 ms,3047 kB/s
47.236.167.231,8880,false,SIN,Asia Pacific,Singapore,239 ms,2988 kB/s
47.236.125.62,2052,false,NRT,Asia Pacific,Tokyo,302 ms,2935 kB/s
47.236.97.90,8080,false,SIN,Asia Pacific,Singapore,229 ms,2928 kB/s
47.236.125.62,2086,false,NRT,Asia Pacific,Tokyo,326 ms,2822 kB/s
47.236.253.41,2086,false,SIN,Asia Pacific,Singapore,227 ms,2634 kB/s
47.237.95.146,2052,false,SIN,Asia Pacific,Singapore,248 ms,2590 kB/s
47.236.145.85,80,false,SIN,Asia Pacific,Singapore,230 ms,2514 kB/s
47.76.146.1,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,2486 kB/s
47.236.170.225,2095,false,SIN,Asia Pacific,Singapore,218 ms,2369 kB/s
47.236.97.90,2086,false,SIN,Asia Pacific,Singapore,230 ms,2332 kB/s
47.236.253.41,80,false,SIN,Asia Pacific,Singapore,225 ms,2260 kB/s
47.237.8.82,8880,false,SIN,Asia Pacific,Singapore,241 ms,2248 kB/s
47.236.254.120,8880,false,SIN,Asia Pacific,Singapore,239 ms,2099 kB/s
47.236.93.176,2082,false,SIN,Asia Pacific,Singapore,223 ms,2085 kB/s
47.236.150.13,80,false,SIN,Asia Pacific,Singapore,241 ms,2079 kB/s
47.237.10.1,2082,false,SIN,Asia Pacific,Singapore,233 ms,1993 kB/s
47.236.93.176,2086,false,SIN,Asia Pacific,Singapore,232 ms,1873 kB/s
47.236.125.62,80,false,NRT,Asia Pacific,Tokyo,301 ms,1831 kB/s
47.236.125.62,2082,false,NRT,Asia Pacific,Tokyo,295 ms,1740 kB/s
47.236.93.176,80,false,SIN,Asia Pacific,Singapore,234 ms,1721 kB/s
47.76.94.15,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,1701 kB/s
47.236.93.176,2095,false,SIN,Asia Pacific,Singapore,228 ms,1622 kB/s
47.236.93.176,8080,false,SIN,Asia Pacific,Singapore,239 ms,1456 kB/s
47.237.95.13,80,false,SIN,Asia Pacific,Singapore,238 ms,1040 kB/s
47.90.141.204,80,false,LAX,North America,Los Angeles,250 ms,969 kB/s
47.236.125.62,8880,false,NRT,Asia Pacific,Tokyo,289 ms,902 kB/s
47.76.33.40,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,831 kB/s
47.76.94.15,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,763 kB/s
47.76.146.1,80,false,HKG,Asia Pacific,Hong Kong,59 ms,446 kB/s
47.76.178.146,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,382 kB/s
47.76.94.15,80,false,HKG,Asia Pacific,Hong Kong,58 ms,370 kB/s
47.57.245.232,80,false,SJC,North America,San Jose,68 ms,353 kB/s
47.237.92.26,2052,false,SIN,Asia Pacific,Singapore,217 ms,341 kB/s
47.76.94.15,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,257 kB/s
47.237.95.156,2095,false,SIN,Asia Pacific,Singapore,270 ms,241 kB/s
47.76.146.1,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,223 kB/s
47.76.94.15,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,222 kB/s
47.57.13.107,80,false,HKG,Asia Pacific,Hong Kong,80 ms,164 kB/s
8.212.12.98,80,false,HKG,Asia Pacific,Hong Kong,83 ms,67 kB/s
47.237.95.13,2082,false,SIN,Asia Pacific,Singapore,227 ms,0 kB/s
47.236.171.205,2052,false,SIN,Asia Pacific,Singapore,219 ms,0 kB/s
47.236.169.15,80,false,SIN,Asia Pacific,Singapore,252 ms,0 kB/s
47.237.95.146,2095,false,SIN,Asia Pacific,Singapore,242 ms,0 kB/s
47.236.149.107,2095,false,SIN,Asia Pacific,Singapore,238 ms,0 kB/s
47.236.169.141,2086,false,SIN,Asia Pacific,Singapore,236 ms,0 kB/s
47.236.10.182,2095,false,SIN,Asia Pacific,Singapore,236 ms,0 kB/s
47.237.11.182,2052,false,SIN,Asia Pacific,Singapore,261 ms,0 kB/s
47.236.167.231,2086,false,SIN,Asia Pacific,Singapore,236 ms,0 kB/s
47.236.10.100,8080,false,SIN,Asia Pacific,Singapore,219 ms,0 kB/s
47.76.33.40,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.76.178.146,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
47.76.178.146,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.76.178.146,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
47.236.158.158,2082,false,SIN,Asia Pacific,Singapore,254 ms,0 kB/s
47.236.158.158,2086,false,SIN,Asia Pacific,Singapore,231 ms,0 kB/s
47.236.158.158,80,false,SIN,Asia Pacific,Singapore,220 ms,0 kB/s
47.236.170.54,2086,false,SIN,Asia Pacific,Singapore,239 ms,0 kB/s
47.236.17.193,2052,false,SIN,Asia Pacific,Singapore,228 ms,0 kB/s
47.237.84.173,2052,false,SIN,Asia Pacific,Singapore,220 ms,0 kB/s
47.236.17.193,8880,false,SIN,Asia Pacific,Singapore,231 ms,0 kB/s
47.236.205.188,2082,false,SIN,Asia Pacific,Singapore,225 ms,0 kB/s
47.236.144.48,8880,false,SIN,Asia Pacific,Singapore,225 ms,0 kB/s
47.236.118.216,2095,false,SIN,Asia Pacific,Singapore,247 ms,0 kB/s
47.237.8.82,2052,false,SIN,Asia Pacific,Singapore,226 ms,0 kB/s
47.76.94.15,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.236.144.48,2095,false,SIN,Asia Pacific,Singapore,246 ms,0 kB/s
47.236.144.196,80,false,SIN,Asia Pacific,Singapore,234 ms,0 kB/s
8.217.251.62,2052,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.236.202.91,8880,false,SIN,Asia Pacific,Singapore,234 ms,0 kB/s
47.237.95.140,2052,false,SIN,Asia Pacific,Singapore,231 ms,0 kB/s
47.236.144.208,2086,false,SIN,Asia Pacific,Singapore,230 ms,0 kB/s
47.236.5.223,2086,false,SIN,Asia Pacific,Singapore,282 ms,0 kB/s
47.236.170.225,80,false,SIN,Asia Pacific,Singapore,243 ms,0 kB/s
47.236.75.113,2095,false,SIN,Asia Pacific,Singapore,229 ms,0 kB/s
47.236.5.223,8080,false,SIN,Asia Pacific,Singapore,229 ms,0 kB/s
47.236.146.249,2086,false,SIN,Asia Pacific,Singapore,235 ms,0 kB/s
47.237.11.182,2086,false,SIN,Asia Pacific,Singapore,222 ms,0 kB/s
