IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.237.8.82,2086,false,SIN,Asia Pacific,Singapore,239 ms,6739 kB/s
47.236.171.205,80,false,SIN,Asia Pacific,Singapore,228 ms,6725 kB/s
8.217.251.62,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,6713 kB/s
47.236.83.239,8080,false,SIN,Asia Pacific,Singapore,225 ms,6663 kB/s
47.236.169.164,8880,false,SIN,Asia Pacific,Singapore,248 ms,6609 kB/s
47.236.174.206,8080,false,SIN,Asia Pacific,Singapore,244 ms,6600 kB/s
47.236.165.25,2086,false,SIN,Asia Pacific,Singapore,262 ms,6587 kB/s
47.236.174.206,2052,false,SIN,Asia Pacific,Singapore,256 ms,6511 kB/s
47.236.171.205,2082,false,SIN,Asia Pacific,Singapore,213 ms,6471 kB/s
47.236.144.48,80,false,SIN,Asia Pacific,Singapore,218 ms,6459 kB/s
47.236.166.131,80,false,SIN,Asia Pacific,Singapore,238 ms,6449 kB/s
47.236.10.182,8080,false,SIN,Asia Pacific,Singapore,227 ms,6447 kB/s
47.236.253.41,2052,false,SIN,Asia Pacific,Singapore,232 ms,6447 kB/s
47.236.83.239,2082,false,SIN,Asia Pacific,Singapore,228 ms,6441 kB/s
47.236.149.107,2052,false,SIN,Asia Pacific,Singapore,239 ms,6413 kB/s
47.236.17.193,8080,false,SIN,Asia Pacific,Singapore,220 ms,6391 kB/s
47.236.149.107,8080,false,SIN,Asia Pacific,Singapore,253 ms,6387 kB/s
47.236.170.54,2082,false,SIN,Asia Pacific,Singapore,229 ms,6385 kB/s
47.236.205.188,8080,false,SIN,Asia Pacific,Singapore,230 ms,6376 kB/s
47.236.169.164,8080,false,SIN,Asia Pacific,Singapore,246 ms,6372 kB/s
47.236.145.85,2082,false,SIN,Asia Pacific,Singapore,228 ms,6367 kB/s
47.236.174.206,80,false,SIN,Asia Pacific,Singapore,224 ms,6365 kB/s
47.237.10.1,2095,false,SIN,Asia Pacific,Singapore,228 ms,6360 kB/s
47.236.75.113,2086,false,SIN,Asia Pacific,Singapore,224 ms,6354 kB/s
47.236.171.205,8080,false,SIN,Asia Pacific,Singapore,239 ms,6338 kB/s
47.236.144.196,2082,false,SIN,Asia Pacific,Singapore,239 ms,6320 kB/s
47.236.165.25,2082,false,SIN,Asia Pacific,Singapore,223 ms,6310 kB/s
47.237.95.13,2052,false,SIN,Asia Pacific,Singapore,240 ms,6310 kB/s
47.236.174.206,8880,false,SIN,Asia Pacific,Singapore,241 ms,6306 kB/s
47.236.172.95,2095,false,SIN,Asia Pacific,Singapore,263 ms,6289 kB/s
47.236.169.141,2095,false,SIN,Asia Pacific,Singapore,226 ms,6282 kB/s
47.237.94.140,8080,false,SIN,Asia Pacific,Singapore,242 ms,6260 kB/s
47.236.170.54,2052,false,SIN,Asia Pacific,Singapore,265 ms,6229 kB/s
47.236.180.51,2052,false,SIN,Asia Pacific,Singapore,217 ms,6224 kB/s
47.236.83.239,2095,false,SIN,Asia Pacific,Singapore,257 ms,6199 kB/s
47.236.75.113,80,false,SIN,Asia Pacific,Singapore,241 ms,6197 kB/s
47.236.144.48,8080,false,SIN,Asia Pacific,Singapore,222 ms,6195 kB/s
47.236.171.205,8880,false,SIN,Asia Pacific,Singapore,244 ms,6183 kB/s
47.236.144.196,2095,false,SIN,Asia Pacific,Singapore,234 ms,6178 kB/s
47.236.170.225,2052,false,SIN,Asia Pacific,Singapore,228 ms,6157 kB/s
47.236.169.141,2052,false,SIN,Asia Pacific,Singapore,222 ms,6151 kB/s
47.236.172.95,2082,false,SIN,Asia Pacific,Singapore,269 ms,6142 kB/s
47.236.104.11,2086,false,SIN,Asia Pacific,Singapore,240 ms,6141 kB/s
47.236.172.71,8880,false,SIN,Asia Pacific,Singapore,239 ms,6141 kB/s
47.236.83.239,2086,false,SIN,Asia Pacific,Singapore,234 ms,6122 kB/s
47.236.17.193,2082,false,SIN,Asia Pacific,Singapore,226 ms,6101 kB/s
47.236.172.71,2095,false,SIN,Asia Pacific,Singapore,228 ms,6100 kB/s
47.236.121.23,80,false,SIN,Asia Pacific,Singapore,234 ms,6086 kB/s
47.236.169.15,2052,false,SIN,Asia Pacific,Singapore,224 ms,6080 kB/s
47.236.145.85,8880,false,SIN,Asia Pacific,Singapore,243 ms,6057 kB/s
47.236.167.231,80,false,SIN,Asia Pacific,Singapore,216 ms,6056 kB/s
47.237.100.206,2082,false,SIN,Asia Pacific,Singapore,221 ms,6053 kB/s
47.236.123.133,2052,false,SIN,Asia Pacific,Singapore,236 ms,6037 kB/s
47.236.167.231,2052,false,SIN,Asia Pacific,Singapore,240 ms,6003 kB/s
47.237.83.20,8880,false,SIN,Asia Pacific,Singapore,228 ms,6000 kB/s
47.237.94.140,80,false,SIN,Asia Pacific,Singapore,227 ms,5991 kB/s
47.236.121.23,2082,false,SIN,Asia Pacific,Singapore,246 ms,5989 kB/s
47.237.0.31,2095,false,SIN,Asia Pacific,Singapore,222 ms,5989 kB/s
47.236.170.225,2082,false,SIN,Asia Pacific,Singapore,226 ms,5985 kB/s
47.236.168.17,2095,false,SIN,Asia Pacific,Singapore,225 ms,5978 kB/s
47.236.144.196,8880,false,SIN,Asia Pacific,Singapore,227 ms,5964 kB/s
47.236.253.41,8880,false,SIN,Asia Pacific,Singapore,225 ms,5964 kB/s
47.236.170.54,8080,false,SIN,Asia Pacific,Singapore,267 ms,5948 kB/s
47.236.254.120,2086,false,SIN,Asia Pacific,Singapore,263 ms,5933 kB/s
47.236.170.54,2095,false,SIN,Asia Pacific,Singapore,226 ms,5931 kB/s
47.236.123.133,8080,false,SIN,Asia Pacific,Singapore,237 ms,5930 kB/s
47.236.167.231,2082,false,SIN,Asia Pacific,Singapore,222 ms,5904 kB/s
47.236.158.158,2095,false,SIN,Asia Pacific,Singapore,223 ms,5891 kB/s
47.236.104.11,2095,false,SIN,Asia Pacific,Singapore,230 ms,5881 kB/s
47.237.94.140,2082,false,SIN,Asia Pacific,Singapore,238 ms,5879 kB/s
47.236.237.90,80,false,SIN,Asia Pacific,Singapore,239 ms,5864 kB/s
47.236.254.120,8080,false,SIN,Asia Pacific,Singapore,230 ms,5858 kB/s
47.236.102.102,2052,false,SIN,Asia Pacific,Singapore,258 ms,5823 kB/s
47.236.144.208,8080,false,SIN,Asia Pacific,Singapore,225 ms,5819 kB/s
47.236.97.90,2082,false,SIN,Asia Pacific,Singapore,221 ms,5796 kB/s
47.236.118.216,8080,false,SIN,Asia Pacific,Singapore,236 ms,5791 kB/s
47.237.82.15,2086,false,SIN,Asia Pacific,Singapore,219 ms,5784 kB/s
47.236.144.208,2052,false,SIN,Asia Pacific,Singapore,221 ms,5779 kB/s
47.236.146.249,8080,false,SIN,Asia Pacific,Singapore,229 ms,5773 kB/s
47.236.172.71,2086,false,SIN,Asia Pacific,Singapore,246 ms,5764 kB/s
47.236.172.95,8080,false,SIN,Asia Pacific,Singapore,243 ms,5759 kB/s
47.237.86.185,8080,false,SIN,Asia Pacific,Singapore,244 ms,5755 kB/s
47.236.144.196,8080,false,SIN,Asia Pacific,Singapore,222 ms,5743 kB/s
47.236.10.100,2086,false,SIN,Asia Pacific,Singapore,235 ms,5742 kB/s
47.237.95.140,2082,false,SIN,Asia Pacific,Singapore,228 ms,5736 kB/s
47.236.172.95,2052,false,SIN,Asia Pacific,Singapore,231 ms,5728 kB/s
47.236.118.216,2052,false,SIN,Asia Pacific,Singapore,227 ms,5723 kB/s
47.237.86.185,2095,false,SIN,Asia Pacific,Singapore,266 ms,5718 kB/s
47.236.5.223,2095,false,SIN,Asia Pacific,Singapore,222 ms,5706 kB/s
47.236.146.249,2095,false,SIN,Asia Pacific,Singapore,226 ms,5690 kB/s
47.236.166.131,8880,false,SIN,Asia Pacific,Singapore,228 ms,5688 kB/s
47.237.10.1,8880,false,SIN,Asia Pacific,Singapore,225 ms,5684 kB/s
47.236.9.152,2052,false,SIN,Asia Pacific,Singapore,231 ms,5680 kB/s
47.236.10.100,2095,false,SIN,Asia Pacific,Singapore,222 ms,5673 kB/s
47.236.169.141,8080,false,SIN,Asia Pacific,Singapore,226 ms,5672 kB/s
47.236.10.100,2052,false,SIN,Asia Pacific,Singapore,231 ms,5672 kB/s
47.237.92.26,2086,false,SIN,Asia Pacific,Singapore,248 ms,5656 kB/s
47.236.172.71,80,false,SIN,Asia Pacific,Singapore,229 ms,5635 kB/s
47.236.104.11,80,false,SIN,Asia Pacific,Singapore,260 ms,5631 kB/s
47.236.102.102,8880,false,SIN,Asia Pacific,Singapore,271 ms,5625 kB/s
47.237.95.13,2095,false,SIN,Asia Pacific,Singapore,227 ms,5615 kB/s
47.236.174.206,2082,false,SIN,Asia Pacific,Singapore,224 ms,5594 kB/s
47.236.9.152,8880,false,SIN,Asia Pacific,Singapore,254 ms,5586 kB/s
47.236.254.120,2095,false,SIN,Asia Pacific,Singapore,247 ms,5578 kB/s
47.236.158.158,8880,false,SIN,Asia Pacific,Singapore,234 ms,5575 kB/s
47.236.202.91,2052,false,SIN,Asia Pacific,Singapore,244 ms,5574 kB/s
47.236.144.156,2052,false,SIN,Asia Pacific,Singapore,224 ms,5563 kB/s
47.237.84.173,2095,false,SIN,Asia Pacific,Singapore,265 ms,5554 kB/s
47.236.75.113,8080,false,SIN,Asia Pacific,Singapore,216 ms,5550 kB/s
47.236.144.208,2095,false,SIN,Asia Pacific,Singapore,238 ms,5550 kB/s
47.236.171.205,2086,false,SIN,Asia Pacific,Singapore,236 ms,5547 kB/s
47.236.97.90,8880,false,SIN,Asia Pacific,Singapore,229 ms,5545 kB/s
47.237.11.182,8080,false,SIN,Asia Pacific,Singapore,218 ms,5518 kB/s
47.236.180.51,8080,false,SIN,Asia Pacific,Singapore,229 ms,5513 kB/s
47.236.168.17,8080,false,SIN,Asia Pacific,Singapore,220 ms,5512 kB/s
47.237.14.220,2095,false,SIN,Asia Pacific,Singapore,230 ms,5496 kB/s
47.236.165.25,2095,false,SIN,Asia Pacific,Singapore,254 ms,5477 kB/s
47.236.172.71,2082,false,SIN,Asia Pacific,Singapore,238 ms,5470 kB/s
47.236.237.90,2086,false,SIN,Asia Pacific,Singapore,228 ms,5468 kB/s
47.237.100.206,8080,false,SIN,Asia Pacific,Singapore,247 ms,5465 kB/s
47.236.169.15,2095,false,SIN,Asia Pacific,Singapore,230 ms,5443 kB/s
47.236.104.11,2082,false,SIN,Asia Pacific,Singapore,231 ms,5442 kB/s
47.236.145.85,2052,false,SIN,Asia Pacific,Singapore,231 ms,5433 kB/s
47.236.174.206,2095,false,SIN,Asia Pacific,Singapore,230 ms,5431 kB/s
47.237.100.206,2052,false,SIN,Asia Pacific,Singapore,239 ms,5427 kB/s
47.237.11.182,2095,false,SIN,Asia Pacific,Singapore,221 ms,5409 kB/s
47.236.121.23,2052,false,SIN,Asia Pacific,Singapore,250 ms,5390 kB/s
47.237.10.1,2052,false,SIN,Asia Pacific,Singapore,224 ms,5390 kB/s
47.236.237.90,8080,false,SIN,Asia Pacific,Singapore,230 ms,5387 kB/s
47.236.118.216,8880,false,SIN,Asia Pacific,Singapore,253 ms,5384 kB/s
47.236.158.158,8080,false,SIN,Asia Pacific,Singapore,224 ms,5375 kB/s
47.237.95.13,2086,false,SIN,Asia Pacific,Singapore,232 ms,5373 kB/s
47.237.92.26,80,false,SIN,Asia Pacific,Singapore,242 ms,5371 kB/s
47.237.82.15,2052,false,SIN,Asia Pacific,Singapore,229 ms,5367 kB/s
47.237.95.146,8880,false,SIN,Asia Pacific,Singapore,226 ms,5366 kB/s
47.236.144.48,2082,false,SIN,Asia Pacific,Singapore,251 ms,5357 kB/s
47.236.121.23,2086,false,SIN,Asia Pacific,Singapore,226 ms,5343 kB/s
47.236.169.141,80,false,SIN,Asia Pacific,Singapore,227 ms,5323 kB/s
47.236.253.41,2082,false,SIN,Asia Pacific,Singapore,221 ms,5321 kB/s
47.236.10.182,8880,false,SIN,Asia Pacific,Singapore,227 ms,5310 kB/s
47.236.118.216,2082,false,SIN,Asia Pacific,Singapore,235 ms,5307 kB/s
47.236.174.206,2086,false,SIN,Asia Pacific,Singapore,223 ms,5301 kB/s
47.236.83.239,2052,false,SIN,Asia Pacific,Singapore,238 ms,5270 kB/s
47.236.172.71,2052,false,SIN,Asia Pacific,Singapore,245 ms,5264 kB/s
47.236.10.100,80,false,SIN,Asia Pacific,Singapore,224 ms,5246 kB/s
47.236.87.246,2082,false,SIN,Asia Pacific,Singapore,236 ms,5228 kB/s
47.237.83.20,80,false,SIN,Asia Pacific,Singapore,228 ms,5225 kB/s
47.236.169.164,2095,false,SIN,Asia Pacific,Singapore,234 ms,5223 kB/s
47.236.83.239,8880,false,SIN,Asia Pacific,Singapore,231 ms,5213 kB/s
47.237.8.82,80,false,SIN,Asia Pacific,Singapore,236 ms,5203 kB/s
47.236.172.95,80,false,SIN,Asia Pacific,Singapore,229 ms,5195 kB/s
47.236.121.23,2095,false,SIN,Asia Pacific,Singapore,237 ms,5180 kB/s
47.236.169.15,2086,false,SIN,Asia Pacific,Singapore,226 ms,5169 kB/s
47.236.237.90,8880,false,SIN,Asia Pacific,Singapore,238 ms,5166 kB/s
47.236.165.25,80,false,SIN,Asia Pacific,Singapore,224 ms,5164 kB/s
47.236.87.246,80,false,SIN,Asia Pacific,Singapore,224 ms,5161 kB/s
47.237.0.31,8080,false,SIN,Asia Pacific,Singapore,249 ms,5147 kB/s
47.236.254.120,2052,false,SIN,Asia Pacific,Singapore,245 ms,5140 kB/s
47.236.180.51,80,false,SIN,Asia Pacific,Singapore,234 ms,5115 kB/s
47.236.165.25,2052,false,SIN,Asia Pacific,Singapore,238 ms,5115 kB/s
47.237.86.185,2052,false,SIN,Asia Pacific,Singapore,243 ms,5113 kB/s
47.236.167.231,2095,false,SIN,Asia Pacific,Singapore,240 ms,5096 kB/s
47.236.102.102,8080,false,SIN,Asia Pacific,Singapore,260 ms,5087 kB/s
47.236.87.246,2052,false,SIN,Asia Pacific,Singapore,224 ms,5063 kB/s
47.236.149.107,8880,false,SIN,Asia Pacific,Singapore,243 ms,5062 kB/s
47.237.14.220,2082,false,SIN,Asia Pacific,Singapore,224 ms,5061 kB/s
47.237.8.82,2095,false,SIN,Asia Pacific,Singapore,218 ms,5052 kB/s
47.236.10.182,2086,false,SIN,Asia Pacific,Singapore,224 ms,5047 kB/s
47.236.205.188,2095,false,SIN,Asia Pacific,Singapore,236 ms,5026 kB/s
47.237.82.15,8880,false,SIN,Asia Pacific,Singapore,229 ms,5014 kB/s
47.237.100.206,8880,false,SIN,Asia Pacific,Singapore,227 ms,5011 kB/s
47.236.149.107,80,false,SIN,Asia Pacific,Singapore,227 ms,4997 kB/s
47.236.144.208,2082,false,SIN,Asia Pacific,Singapore,235 ms,4996 kB/s
47.236.144.208,8880,false,SIN,Asia Pacific,Singapore,242 ms,4988 kB/s
47.237.81.112,2052,false,SIN,Asia Pacific,Singapore,226 ms,4969 kB/s
47.236.83.239,80,false,SIN,Asia Pacific,Singapore,240 ms,4965 kB/s
47.236.104.11,8880,false,SIN,Asia Pacific,Singapore,225 ms,4944 kB/s
47.236.205.188,2052,false,SIN,Asia Pacific,Singapore,222 ms,4933 kB/s
47.237.86.185,80,false,SIN,Asia Pacific,Singapore,227 ms,4923 kB/s
47.236.168.17,8880,false,SIN,Asia Pacific,Singapore,229 ms,4917 kB/s
47.236.150.13,8880,false,SIN,Asia Pacific,Singapore,229 ms,4916 kB/s
47.236.254.120,2082,false,SIN,Asia Pacific,Singapore,222 ms,4902 kB/s
47.236.97.90,2052,false,SIN,Asia Pacific,Singapore,236 ms,4868 kB/s
47.236.10.100,8880,false,SIN,Asia Pacific,Singapore,222 ms,4862 kB/s
47.237.95.13,8880,false,SIN,Asia Pacific,Singapore,227 ms,4840 kB/s
47.236.205.188,8880,false,SIN,Asia Pacific,Singapore,237 ms,4826 kB/s
47.236.144.156,8080,false,SIN,Asia Pacific,Singapore,238 ms,4810 kB/s
47.236.144.156,80,false,SIN,Asia Pacific,Singapore,245 ms,4805 kB/s
47.236.144.156,8880,false,SIN,Asia Pacific,Singapore,241 ms,4805 kB/s
47.236.150.13,2086,false,SIN,Asia Pacific,Singapore,232 ms,4798 kB/s
47.236.87.246,8880,false,SIN,Asia Pacific,Singapore,215 ms,4794 kB/s
47.236.5.223,80,false,SIN,Asia Pacific,Singapore,229 ms,4780 kB/s
47.236.75.113,8880,false,SIN,Asia Pacific,Singapore,238 ms,4763 kB/s
47.236.254.120,80,false,SIN,Asia Pacific,Singapore,224 ms,4752 kB/s
47.237.84.173,80,false,SIN,Asia Pacific,Singapore,229 ms,4734 kB/s
47.236.123.133,8880,false,SIN,Asia Pacific,Singapore,241 ms,4728 kB/s
47.236.205.188,80,false,SIN,Asia Pacific,Singapore,261 ms,4710 kB/s
47.236.165.25,8080,false,SIN,Asia Pacific,Singapore,268 ms,4703 kB/s
47.236.102.102,2082,false,SIN,Asia Pacific,Singapore,228 ms,4689 kB/s
47.236.168.17,2086,false,SIN,Asia Pacific,Singapore,227 ms,4682 kB/s
47.236.144.156,2095,false,SIN,Asia Pacific,Singapore,251 ms,4678 kB/s
47.236.104.11,8080,false,SIN,Asia Pacific,Singapore,230 ms,4658 kB/s
47.236.202.91,2086,false,SIN,Asia Pacific,Singapore,236 ms,4643 kB/s
47.236.75.113,2082,false,SIN,Asia Pacific,Singapore,234 ms,4619 kB/s
47.236.87.246,8080,false,SIN,Asia Pacific,Singapore,227 ms,4594 kB/s
47.236.170.54,80,false,SIN,Asia Pacific,Singapore,233 ms,4575 kB/s
47.236.87.246,2086,false,SIN,Asia Pacific,Singapore,222 ms,4555 kB/s
47.236.237.90,2095,false,SIN,Asia Pacific,Singapore,243 ms,4543 kB/s
47.237.10.1,80,false,SIN,Asia Pacific,Singapore,228 ms,4538 kB/s
47.237.0.31,80,false,SIN,Asia Pacific,Singapore,225 ms,4537 kB/s
47.236.149.107,2082,false,SIN,Asia Pacific,Singapore,238 ms,4532 kB/s
47.236.10.182,2082,false,SIN,Asia Pacific,Singapore,242 ms,4531 kB/s
47.236.5.223,8880,false,SIN,Asia Pacific,Singapore,220 ms,4530 kB/s
47.237.82.15,2082,false,SIN,Asia Pacific,Singapore,243 ms,4528 kB/s
47.237.95.146,2086,false,SIN,Asia Pacific,Singapore,233 ms,4523 kB/s
47.237.11.182,80,false,SIN,Asia Pacific,Singapore,221 ms,4514 kB/s
47.236.102.102,2095,false,SIN,Asia Pacific,Singapore,232 ms,4503 kB/s
47.236.93.176,2052,false,SIN,Asia Pacific,Singapore,222 ms,4501 kB/s
47.237.86.185,8880,false,SIN,Asia Pacific,Singapore,229 ms,4498 kB/s
47.236.87.246,2095,false,SIN,Asia Pacific,Singapore,232 ms,4490 kB/s
47.236.237.90,2052,false,SIN,Asia Pacific,Singapore,221 ms,4487 kB/s
47.237.84.173,8880,false,SIN,Asia Pacific,Singapore,222 ms,4480 kB/s
47.236.9.152,2086,false,SIN,Asia Pacific,Singapore,226 ms,4462 kB/s
47.237.92.26,2082,false,SIN,Asia Pacific,Singapore,229 ms,4427 kB/s
47.236.123.133,2082,false,SIN,Asia Pacific,Singapore,233 ms,4401 kB/s
47.237.95.156,2052,false,SIN,Asia Pacific,Singapore,231 ms,4396 kB/s
47.236.166.131,8080,false,SIN,Asia Pacific,Singapore,222 ms,4374 kB/s
47.236.169.141,8880,false,SIN,Asia Pacific,Singapore,213 ms,4367 kB/s
47.237.0.31,2086,false,SIN,Asia Pacific,Singapore,240 ms,4352 kB/s
47.76.33.40,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,4352 kB/s
47.236.171.205,2095,false,SIN,Asia Pacific,Singapore,216 ms,4326 kB/s
47.237.82.15,2095,false,SIN,Asia Pacific,Singapore,228 ms,4306 kB/s
47.236.172.71,8080,false,SIN,Asia Pacific,Singapore,229 ms,4301 kB/s
47.237.95.146,2082,false,SIN,Asia Pacific,Singapore,231 ms,4280 kB/s
47.237.95.140,80,false,SIN,Asia Pacific,Singapore,225 ms,4276 kB/s
47.237.81.112,2095,false,SIN,Asia Pacific,Singapore,263 ms,4274 kB/s
47.237.95.140,2095,false,SIN,Asia Pacific,Singapore,231 ms,4273 kB/s
47.237.83.20,8080,false,SIN,Asia Pacific,Singapore,222 ms,4247 kB/s
47.237.81.112,2086,false,SIN,Asia Pacific,Singapore,217 ms,4234 kB/s
47.237.83.20,2052,false,SIN,Asia Pacific,Singapore,225 ms,4220 kB/s
47.237.82.15,80,false,SIN,Asia Pacific,Singapore,230 ms,4217 kB/s
47.237.94.140,8880,false,SIN,Asia Pacific,Singapore,236 ms,4179 kB/s
47.236.172.95,2086,false,SIN,Asia Pacific,Singapore,226 ms,4177 kB/s
47.88.85.197,2095,false,SJC,North America,San Jose,174 ms,4177 kB/s
47.237.82.15,8080,false,SIN,Asia Pacific,Singapore,266 ms,4142 kB/s
47.237.95.146,8080,false,SIN,Asia Pacific,Singapore,221 ms,4137 kB/s
47.237.81.112,80,false,SIN,Asia Pacific,Singapore,227 ms,4127 kB/s
47.236.253.41,2095,false,SIN,Asia Pacific,Singapore,230 ms,4127 kB/s
47.76.33.40,80,false,HKG,Asia Pacific,Hong Kong,62 ms,4123 kB/s
47.236.145.85,2086,false,SIN,Asia Pacific,Singapore,231 ms,4109 kB/s
47.237.86.185,2082,false,SIN,Asia Pacific,Singapore,225 ms,4084 kB/s
47.237.92.26,8080,false,SIN,Asia Pacific,Singapore,245 ms,4083 kB/s
47.236.202.91,2095,false,SIN,Asia Pacific,Singapore,230 ms,4079 kB/s
47.236.5.223,2082,false,SIN,Asia Pacific,Singapore,238 ms,4066 kB/s
47.237.95.156,8880,false,SIN,Asia Pacific,Singapore,221 ms,4039 kB/s
47.236.158.158,2052,false,SIN,Asia Pacific,Singapore,232 ms,4027 kB/s
47.237.95.140,8880,false,SIN,Asia Pacific,Singapore,242 ms,4022 kB/s
47.237.95.146,80,false,SIN,Asia Pacific,Singapore,219 ms,4000 kB/s
47.236.121.23,8080,false,SIN,Asia Pacific,Singapore,237 ms,3939 kB/s
47.237.100.206,2095,false,SIN,Asia Pacific,Singapore,238 ms,3926 kB/s
47.237.14.220,8880,false,SIN,Asia Pacific,Singapore,239 ms,3918 kB/s
47.236.9.152,2082,false,SIN,Asia Pacific,Singapore,228 ms,3880 kB/s
47.236.125.62,8080,false,NRT,Asia Pacific,Tokyo,289 ms,3872 kB/s
47.236.97.90,80,false,SIN,Asia Pacific,Singapore,222 ms,3864 kB/s
47.237.100.206,80,false,SIN,Asia Pacific,Singapore,236 ms,3836 kB/s
47.236.123.133,2095,false,SIN,Asia Pacific,Singapore,243 ms,3818 kB/s
47.237.0.31,2082,false,SIN,Asia Pacific,Singapore,258 ms,3815 kB/s
47.236.144.156,2082,false,SIN,Asia Pacific,Singapore,228 ms,3801 kB/s
47.237.95.140,2086,false,SIN,Asia Pacific,Singapore,248 ms,3798 kB/s
47.237.84.173,2086,false,SIN,Asia Pacific,Singapore,249 ms,3797 kB/s
47.237.8.82,2082,false,SIN,Asia Pacific,Singapore,223 ms,3784 kB/s
47.236.167.231,8080,false,SIN,Asia Pacific,Singapore,254 ms,3754 kB/s
47.237.95.156,8080,false,SIN,Asia Pacific,Singapore,260 ms,3749 kB/s
47.237.95.156,2082,false,SIN,Asia Pacific,Singapore,241 ms,3736 kB/s
47.237.0.31,8880,false,SIN,Asia Pacific,Singapore,226 ms,3725 kB/s
47.237.95.140,8080,false,SIN,Asia Pacific,Singapore,226 ms,3661 kB/s
47.236.9.152,8080,false,SIN,Asia Pacific,Singapore,226 ms,3636 kB/s
47.237.14.220,8080,false,SIN,Asia Pacific,Singapore,262 ms,3602 kB/s
47.236.102.102,80,false,SIN,Asia Pacific,Singapore,224 ms,3592 kB/s
47.236.180.51,2086,false,SIN,Asia Pacific,Singapore,227 ms,3578 kB/s
47.236.144.196,2086,false,SIN,Asia Pacific,Singapore,237 ms,3573 kB/s
47.237.95.156,80,false,SIN,Asia Pacific,Singapore,222 ms,3532 kB/s
47.237.86.185,2086,false,SIN,Asia Pacific,Singapore,252 ms,3521 kB/s
47.236.253.41,8080,false,SIN,Asia Pacific,Singapore,227 ms,3508 kB/s
47.237.14.220,2052,false,SIN,Asia Pacific,Singapore,250 ms,3508 kB/s
47.236.9.152,2095,false,SIN,Asia Pacific,Singapore,224 ms,3484 kB/s
