IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.97.90,2052,TRUE,SIN,Asia Pacific,Singapore,270 ms,4646 kB/s
47.236.174.206,8080,TRUE,SIN,Asia Pacific,Singapore,279 ms,4643 kB/s
47.236.253.41,2082,TRUE,SIN,Asia Pacific,Singapore,272 ms,4643 kB/s
47.236.167.231,8880,TRUE,SIN,Asia Pacific,Singapore,272 ms,4640 kB/s
47.236.169.164,8080,TRUE,SIN,Asia Pacific,Singapore,268 ms,4633 kB/s
47.236.205.188,2095,TRUE,SIN,Asia Pacific,Singapore,290 ms,4632 kB/s
47.237.125.8,8880,TRUE,SIN,Asia Pacific,Singapore,285 ms,4629 kB/s
47.236.144.208,2086,TRUE,SIN,Asia Pacific,Singapore,292 ms,4628 kB/s
47.242.174.27,8080,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,4627 kB/s
8.218.188.129,80,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,4626 kB/s
47.236.174.206,2052,TRUE,SIN,Asia Pacific,Singapore,279 ms,4622 kB/s
8.222.237.131,2095,TRUE,SIN,Asia Pacific,Singapore,276 ms,4608 kB/s
47.76.214.139,2086,TRUE,HKG,Asia Pacific,Hong Kong,56 ms,4598 kB/s
47.237.95.13,2052,TRUE,SIN,Asia Pacific,Singapore,272 ms,4595 kB/s
47.236.117.48,8080,TRUE,SIN,Asia Pacific,Singapore,264 ms,4595 kB/s
8.218.65.237,2086,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,4592 kB/s
47.236.117.48,2052,TRUE,SIN,Asia Pacific,Singapore,282 ms,4591 kB/s
47.236.146.249,2052,TRUE,SIN,Asia Pacific,Singapore,278 ms,4589 kB/s
47.237.92.26,80,TRUE,SIN,Asia Pacific,Singapore,277 ms,4587 kB/s
47.236.144.156,8080,TRUE,SIN,Asia Pacific,Singapore,278 ms,4580 kB/s
47.236.253.41,2095,TRUE,SIN,Asia Pacific,Singapore,276 ms,4574 kB/s
47.236.75.113,8080,TRUE,SIN,Asia Pacific,Singapore,274 ms,4574 kB/s
47.236.144.48,2052,TRUE,SIN,Asia Pacific,Singapore,268 ms,4574 kB/s
47.236.171.205,8080,TRUE,SIN,Asia Pacific,Singapore,276 ms,4574 kB/s
47.237.0.31,80,TRUE,SIN,Asia Pacific,Singapore,273 ms,4571 kB/s
47.236.10.100,2082,TRUE,SIN,Asia Pacific,Singapore,264 ms,4565 kB/s
47.236.205.188,2082,TRUE,SIN,Asia Pacific,Singapore,277 ms,4565 kB/s
47.236.171.205,2052,TRUE,SIN,Asia Pacific,Singapore,273 ms,4559 kB/s
47.236.17.193,2086,TRUE,SIN,Asia Pacific,Singapore,273 ms,4557 kB/s
8.218.18.235,8080,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,4545 kB/s
47.236.174.206,8880,TRUE,SIN,Asia Pacific,Singapore,284 ms,4531 kB/s
47.236.5.223,2082,TRUE,SIN,Asia Pacific,Singapore,271 ms,4527 kB/s
8.217.239.116,2086,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,4514 kB/s
8.219.153.237,2086,TRUE,NRT,Asia Pacific,Tokyo,362 ms,4514 kB/s
47.236.144.48,80,TRUE,SIN,Asia Pacific,Singapore,279 ms,4507 kB/s
47.236.75.152,2082,TRUE,SIN,Asia Pacific,Singapore,270 ms,4505 kB/s
47.236.237.90,80,TRUE,SIN,Asia Pacific,Singapore,279 ms,4502 kB/s
47.76.192.24,2086,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,4500 kB/s
47.236.144.208,2052,TRUE,SIN,Asia Pacific,Singapore,277 ms,4499 kB/s
47.236.144.48,2082,TRUE,SIN,Asia Pacific,Singapore,270 ms,4495 kB/s
47.76.178.146,2086,TRUE,HKG,Asia Pacific,Hong Kong,56 ms,4487 kB/s
47.236.87.246,2095,TRUE,SIN,Asia Pacific,Singapore,284 ms,4486 kB/s
47.76.98.98,2086,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,4485 kB/s
8.217.159.210,2086,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,4482 kB/s
47.236.254.120,80,TRUE,SIN,Asia Pacific,Singapore,268 ms,4475 kB/s
47.236.17.193,8080,TRUE,SIN,Asia Pacific,Singapore,275 ms,4473 kB/s
8.217.50.252,2052,TRUE,HKG,Asia Pacific,Hong Kong,68 ms,4464 kB/s
8.222.237.131,2086,TRUE,SIN,Asia Pacific,Singapore,271 ms,4463 kB/s
47.236.144.48,8880,TRUE,SIN,Asia Pacific,Singapore,281 ms,4461 kB/s
47.76.33.40,80,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,4458 kB/s
47.236.144.208,2095,TRUE,SIN,Asia Pacific,Singapore,287 ms,4447 kB/s
8.219.153.237,2095,TRUE,NRT,Asia Pacific,Tokyo,361 ms,4446 kB/s
47.236.170.225,8880,TRUE,SIN,Asia Pacific,Singapore,269 ms,4443 kB/s
8.218.126.53,2086,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,4441 kB/s
47.236.125.62,2052,TRUE,NRT,Asia Pacific,Tokyo,374 ms,4438 kB/s
47.236.165.25,2052,TRUE,SIN,Asia Pacific,Singapore,266 ms,4430 kB/s
8.219.153.237,80,TRUE,NRT,Asia Pacific,Tokyo,344 ms,4424 kB/s
47.236.180.24,2082,TRUE,SIN,Asia Pacific,Singapore,279 ms,4420 kB/s
47.236.10.100,8880,TRUE,SIN,Asia Pacific,Singapore,286 ms,4418 kB/s
47.236.169.15,2095,TRUE,SIN,Asia Pacific,Singapore,282 ms,4414 kB/s
47.236.80.110,2086,TRUE,SIN,Asia Pacific,Singapore,274 ms,4408 kB/s
8.210.21.65,2086,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,4407 kB/s
47.236.253.41,80,TRUE,SIN,Asia Pacific,Singapore,281 ms,4404 kB/s
47.236.145.85,2086,TRUE,SIN,Asia Pacific,Singapore,283 ms,4401 kB/s
47.236.145.85,80,TRUE,SIN,Asia Pacific,Singapore,289 ms,4400 kB/s
47.236.149.107,80,TRUE,SIN,Asia Pacific,Singapore,278 ms,4399 kB/s
47.236.180.51,2052,TRUE,SIN,Asia Pacific,Singapore,268 ms,4397 kB/s
8.217.251.62,2086,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,4391 kB/s
47.236.5.223,80,TRUE,SIN,Asia Pacific,Singapore,269 ms,4389 kB/s
47.245.126.151,2052,TRUE,SIN,Asia Pacific,Singapore,280 ms,4389 kB/s
47.236.254.120,8880,TRUE,SIN,Asia Pacific,Singapore,279 ms,4381 kB/s
47.238.6.102,2082,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,4370 kB/s
8.219.67.133,2095,TRUE,SIN,Asia Pacific,Singapore,280 ms,4370 kB/s
47.236.83.239,2086,TRUE,SIN,Asia Pacific,Singapore,280 ms,4359 kB/s
8.222.237.131,8880,TRUE,SIN,Asia Pacific,Singapore,276 ms,4353 kB/s
47.236.83.239,8080,TRUE,SIN,Asia Pacific,Singapore,273 ms,4343 kB/s
47.236.237.90,8080,TRUE,SIN,Asia Pacific,Singapore,279 ms,4340 kB/s
8.219.153.237,8880,TRUE,NRT,Asia Pacific,Tokyo,374 ms,4338 kB/s
47.237.95.146,80,TRUE,SIN,Asia Pacific,Singapore,280 ms,4337 kB/s
47.236.254.120,8080,TRUE,SIN,Asia Pacific,Singapore,283 ms,4325 kB/s
47.236.118.216,2086,TRUE,SIN,Asia Pacific,Singapore,271 ms,4322 kB/s
8.218.126.53,80,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,4320 kB/s
47.236.146.249,2095,TRUE,SIN,Asia Pacific,Singapore,279 ms,4315 kB/s
47.236.167.231,2095,TRUE,SIN,Asia Pacific,Singapore,273 ms,4313 kB/s
47.236.97.90,8080,TRUE,SIN,Asia Pacific,Singapore,283 ms,4309 kB/s
47.236.149.107,8880,TRUE,SIN,Asia Pacific,Singapore,276 ms,4306 kB/s
47.76.204.76,2082,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,4305 kB/s
47.242.107.109,80,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,4293 kB/s
47.237.92.26,8080,TRUE,SIN,Asia Pacific,Singapore,280 ms,4291 kB/s
47.237.121.38,2052,TRUE,SIN,Asia Pacific,Singapore,270 ms,4285 kB/s
47.242.232.14,2095,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,4279 kB/s
47.236.121.23,8880,TRUE,SIN,Asia Pacific,Singapore,271 ms,4273 kB/s
47.236.172.71,8880,TRUE,SIN,Asia Pacific,Singapore,278 ms,4271 kB/s
47.236.189.92,8080,TRUE,SIN,Asia Pacific,Singapore,271 ms,4267 kB/s
47.237.14.220,2086,TRUE,SIN,Asia Pacific,Singapore,280 ms,4260 kB/s
47.236.117.48,80,TRUE,SIN,Asia Pacific,Singapore,288 ms,4259 kB/s
47.236.254.120,2082,TRUE,SIN,Asia Pacific,Singapore,285 ms,4249 kB/s
47.236.180.24,80,TRUE,SIN,Asia Pacific,Singapore,276 ms,4248 kB/s
47.237.100.206,2052,TRUE,SIN,Asia Pacific,Singapore,276 ms,4248 kB/s
47.236.80.110,8080,TRUE,SIN,Asia Pacific,Singapore,268 ms,4244 kB/s
47.236.144.156,2052,TRUE,SIN,Asia Pacific,Singapore,282 ms,4243 kB/s
47.236.144.208,80,TRUE,SIN,Asia Pacific,Singapore,274 ms,4241 kB/s
47.236.123.133,2095,TRUE,SIN,Asia Pacific,Singapore,280 ms,4240 kB/s
8.218.174.118,2095,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,4239 kB/s
47.237.81.112,2052,TRUE,SIN,Asia Pacific,Singapore,272 ms,4224 kB/s
47.236.170.54,2095,TRUE,SIN,Asia Pacific,Singapore,268 ms,4222 kB/s
47.236.144.48,2086,TRUE,SIN,Asia Pacific,Singapore,275 ms,4220 kB/s
47.242.7.162,2095,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,4220 kB/s
47.236.75.152,2095,TRUE,SIN,Asia Pacific,Singapore,286 ms,4212 kB/s
47.236.10.100,2095,TRUE,SIN,Asia Pacific,Singapore,287 ms,4209 kB/s
47.236.164.215,80,TRUE,SIN,Asia Pacific,Singapore,278 ms,4208 kB/s
47.236.146.249,80,TRUE,SIN,Asia Pacific,Singapore,287 ms,4206 kB/s
47.236.75.152,80,TRUE,SIN,Asia Pacific,Singapore,276 ms,4202 kB/s
47.236.165.25,8080,TRUE,SIN,Asia Pacific,Singapore,265 ms,4198 kB/s
47.76.26.26,2095,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,4198 kB/s
47.236.205.188,8880,TRUE,SIN,Asia Pacific,Singapore,283 ms,4194 kB/s
8.219.189.143,80,TRUE,SIN,Asia Pacific,Singapore,279 ms,4194 kB/s
47.237.84.173,8880,TRUE,SIN,Asia Pacific,Singapore,279 ms,4184 kB/s
47.236.5.223,8080,TRUE,SIN,Asia Pacific,Singapore,272 ms,4177 kB/s
47.237.121.38,2082,TRUE,SIN,Asia Pacific,Singapore,272 ms,4176 kB/s
47.242.174.27,80,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,4175 kB/s
47.237.10.1,8880,TRUE,SIN,Asia Pacific,Singapore,270 ms,4174 kB/s
47.236.9.152,2082,TRUE,SIN,Asia Pacific,Singapore,277 ms,4173 kB/s
47.236.169.141,8080,TRUE,SIN,Asia Pacific,Singapore,275 ms,4172 kB/s
47.237.94.140,2082,TRUE,SIN,Asia Pacific,Singapore,287 ms,4168 kB/s
47.245.126.151,80,TRUE,SIN,Asia Pacific,Singapore,293 ms,4163 kB/s
47.237.81.112,2095,TRUE,SIN,Asia Pacific,Singapore,273 ms,4161 kB/s
47.236.169.164,80,TRUE,SIN,Asia Pacific,Singapore,285 ms,4152 kB/s
47.236.145.85,8080,TRUE,SIN,Asia Pacific,Singapore,278 ms,4149 kB/s
47.236.174.206,2086,TRUE,SIN,Asia Pacific,Singapore,268 ms,4147 kB/s
47.236.146.249,8880,TRUE,SIN,Asia Pacific,Singapore,279 ms,4146 kB/s
8.219.153.237,2052,TRUE,NRT,Asia Pacific,Tokyo,367 ms,4146 kB/s
47.237.8.82,2095,TRUE,SIN,Asia Pacific,Singapore,275 ms,4144 kB/s
47.245.126.151,2082,TRUE,SIN,Asia Pacific,Singapore,295 ms,4142 kB/s
8.218.211.17,8080,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,4138 kB/s
47.237.14.220,2052,TRUE,SIN,Asia Pacific,Singapore,291 ms,4134 kB/s
47.237.94.140,2052,TRUE,SIN,Asia Pacific,Singapore,268 ms,4131 kB/s
47.236.130.95,2086,TRUE,SIN,Asia Pacific,Singapore,285 ms,4129 kB/s
47.236.121.23,80,TRUE,SIN,Asia Pacific,Singapore,273 ms,4128 kB/s
47.236.174.206,2095,TRUE,SIN,Asia Pacific,Singapore,267 ms,4126 kB/s
47.236.146.249,2082,TRUE,SIN,Asia Pacific,Singapore,283 ms,4123 kB/s
47.237.86.185,8880,TRUE,SIN,Asia Pacific,Singapore,284 ms,4121 kB/s
47.236.172.71,80,TRUE,SIN,Asia Pacific,Singapore,279 ms,4121 kB/s
47.236.170.54,2082,TRUE,SIN,Asia Pacific,Singapore,271 ms,4121 kB/s
47.236.169.141,2052,TRUE,SIN,Asia Pacific,Singapore,275 ms,4119 kB/s
47.236.253.41,2086,TRUE,SIN,Asia Pacific,Singapore,271 ms,4118 kB/s
47.237.10.1,2052,TRUE,SIN,Asia Pacific,Singapore,269 ms,4114 kB/s
47.237.92.26,8880,TRUE,SIN,Asia Pacific,Singapore,284 ms,4110 kB/s
47.236.102.102,2052,TRUE,SIN,Asia Pacific,Singapore,286 ms,4109 kB/s
47.236.5.223,2095,TRUE,SIN,Asia Pacific,Singapore,281 ms,4101 kB/s
47.236.189.92,2052,TRUE,SIN,Asia Pacific,Singapore,282 ms,4095 kB/s
47.237.14.220,8080,TRUE,SIN,Asia Pacific,Singapore,266 ms,4085 kB/s
8.219.67.133,8080,TRUE,SIN,Asia Pacific,Singapore,270 ms,4080 kB/s
47.236.180.51,2082,TRUE,SIN,Asia Pacific,Singapore,269 ms,4077 kB/s
47.236.172.71,2086,TRUE,SIN,Asia Pacific,Singapore,280 ms,4071 kB/s
47.237.0.31,2095,TRUE,SIN,Asia Pacific,Singapore,283 ms,4063 kB/s
47.236.149.107,8080,TRUE,SIN,Asia Pacific,Singapore,285 ms,4057 kB/s
8.219.66.156,80,TRUE,NRT,Asia Pacific,Tokyo,349 ms,4056 kB/s
47.236.180.24,2086,TRUE,SIN,Asia Pacific,Singapore,284 ms,4052 kB/s
47.236.174.206,80,TRUE,SIN,Asia Pacific,Singapore,281 ms,4046 kB/s
47.237.84.173,2052,TRUE,SIN,Asia Pacific,Singapore,269 ms,4045 kB/s
47.236.171.205,2095,TRUE,SIN,Asia Pacific,Singapore,277 ms,4041 kB/s
47.237.82.15,2082,TRUE,SIN,Asia Pacific,Singapore,269 ms,4040 kB/s
47.236.253.41,8880,TRUE,SIN,Asia Pacific,Singapore,285 ms,4037 kB/s
47.236.205.188,2052,TRUE,SIN,Asia Pacific,Singapore,271 ms,4032 kB/s
47.237.8.82,2086,TRUE,SIN,Asia Pacific,Singapore,275 ms,4031 kB/s
47.76.225.255,2095,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,4030 kB/s
47.236.169.141,2086,TRUE,SIN,Asia Pacific,Singapore,279 ms,4029 kB/s
47.236.80.110,8880,TRUE,SIN,Asia Pacific,Singapore,278 ms,4027 kB/s
8.217.50.252,2095,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,4027 kB/s
47.237.14.220,2082,TRUE,SIN,Asia Pacific,Singapore,261 ms,4026 kB/s
47.236.180.24,8080,TRUE,SIN,Asia Pacific,Singapore,269 ms,4026 kB/s
47.236.144.196,8080,TRUE,SIN,Asia Pacific,Singapore,281 ms,4023 kB/s
47.237.100.206,2086,TRUE,SIN,Asia Pacific,Singapore,275 ms,4023 kB/s
47.237.121.38,2095,TRUE,SIN,Asia Pacific,Singapore,267 ms,4020 kB/s
47.236.149.107,2052,TRUE,SIN,Asia Pacific,Singapore,280 ms,4020 kB/s
47.236.164.215,8880,TRUE,SIN,Asia Pacific,Singapore,281 ms,4020 kB/s
8.217.91.121,80,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,4016 kB/s
47.236.180.24,8880,TRUE,SIN,Asia Pacific,Singapore,275 ms,4014 kB/s
8.219.189.143,2095,TRUE,SIN,Asia Pacific,Singapore,284 ms,4000 kB/s
47.243.60.150,2095,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,4000 kB/s
47.236.87.246,80,TRUE,SIN,Asia Pacific,Singapore,275 ms,3998 kB/s
47.236.146.249,8080,TRUE,SIN,Asia Pacific,Singapore,285 ms,3996 kB/s
47.237.81.112,8880,TRUE,SIN,Asia Pacific,Singapore,275 ms,3995 kB/s
47.237.84.173,80,TRUE,SIN,Asia Pacific,Singapore,285 ms,3992 kB/s
47.236.9.152,2052,TRUE,SIN,Asia Pacific,Singapore,272 ms,3980 kB/s
8.219.189.143,8080,TRUE,SIN,Asia Pacific,Singapore,277 ms,3978 kB/s
47.237.95.13,2082,TRUE,SIN,Asia Pacific,Singapore,267 ms,3975 kB/s
47.236.169.141,2082,TRUE,SIN,Asia Pacific,Singapore,275 ms,3967 kB/s
47.76.159.146,8880,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,3966 kB/s
47.236.166.131,8880,TRUE,SIN,Asia Pacific,Singapore,279 ms,3965 kB/s
47.236.75.113,2052,TRUE,SIN,Asia Pacific,Singapore,286 ms,3957 kB/s
47.236.149.107,2095,TRUE,SIN,Asia Pacific,Singapore,283 ms,3952 kB/s
8.219.66.156,2052,TRUE,NRT,Asia Pacific,Tokyo,353 ms,3950 kB/s
47.236.75.113,2095,TRUE,SIN,Asia Pacific,Singapore,273 ms,3946 kB/s
47.237.82.15,2086,TRUE,SIN,Asia Pacific,Singapore,274 ms,3944 kB/s
47.237.0.31,2052,TRUE,SIN,Asia Pacific,Singapore,271 ms,3944 kB/s
47.237.14.220,8880,TRUE,SIN,Asia Pacific,Singapore,277 ms,3941 kB/s
47.236.205.188,2086,TRUE,SIN,Asia Pacific,Singapore,269 ms,3940 kB/s
47.237.10.1,80,TRUE,SIN,Asia Pacific,Singapore,264 ms,3937 kB/s
47.236.164.215,8080,TRUE,SIN,Asia Pacific,Singapore,277 ms,3937 kB/s
47.236.117.48,2082,TRUE,SIN,Asia Pacific,Singapore,278 ms,3934 kB/s
8.217.72.0,2082,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,3932 kB/s
47.236.75.152,2052,TRUE,SIN,Asia Pacific,Singapore,285 ms,3926 kB/s
47.236.75.113,80,TRUE,SIN,Asia Pacific,Singapore,271 ms,3925 kB/s
47.236.189.92,80,TRUE,SIN,Asia Pacific,Singapore,277 ms,3920 kB/s
47.236.167.231,2052,TRUE,SIN,Asia Pacific,Singapore,280 ms,3918 kB/s
47.237.86.185,2052,TRUE,SIN,Asia Pacific,Singapore,274 ms,3917 kB/s
47.237.82.15,8880,TRUE,SIN,Asia Pacific,Singapore,283 ms,3914 kB/s
47.236.144.156,2086,TRUE,SIN,Asia Pacific,Singapore,279 ms,3913 kB/s
47.236.180.24,2052,TRUE,SIN,Asia Pacific,Singapore,269 ms,3910 kB/s
47.236.10.182,8080,TRUE,SIN,Asia Pacific,Singapore,289 ms,3909 kB/s
47.236.9.152,2086,TRUE,SIN,Asia Pacific,Singapore,264 ms,3906 kB/s
47.236.87.246,2086,TRUE,SIN,Asia Pacific,Singapore,272 ms,3904 kB/s
47.236.17.193,2052,TRUE,SIN,Asia Pacific,Singapore,266 ms,3904 kB/s
47.237.84.173,8080,TRUE,SIN,Asia Pacific,Singapore,280 ms,3904 kB/s
8.218.81.14,80,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,3899 kB/s
47.237.10.1,2082,TRUE,SIN,Asia Pacific,Singapore,284 ms,3899 kB/s
8.218.81.14,2086,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,3899 kB/s
47.236.102.102,8880,TRUE,SIN,Asia Pacific,Singapore,284 ms,3892 kB/s
8.217.149.28,2095,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,3889 kB/s
47.237.83.20,2082,TRUE,SIN,Asia Pacific,Singapore,280 ms,3884 kB/s
8.218.8.142,2095,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,3880 kB/s
47.76.29.115,2095,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,3877 kB/s
8.219.189.143,8880,TRUE,SIN,Asia Pacific,Singapore,282 ms,3874 kB/s
8.218.174.118,2086,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,3872 kB/s
47.237.100.206,2082,TRUE,SIN,Asia Pacific,Singapore,278 ms,3867 kB/s
47.236.180.24,2095,TRUE,SIN,Asia Pacific,Singapore,271 ms,3864 kB/s
47.237.95.13,2095,TRUE,SIN,Asia Pacific,Singapore,270 ms,3861 kB/s
47.236.144.196,8880,TRUE,SIN,Asia Pacific,Singapore,278 ms,3858 kB/s
47.236.145.85,2095,TRUE,SIN,Asia Pacific,Singapore,270 ms,3849 kB/s
47.236.104.11,8080,TRUE,SIN,Asia Pacific,Singapore,285 ms,3849 kB/s
47.236.80.110,2052,TRUE,SIN,Asia Pacific,Singapore,273 ms,3848 kB/s
47.236.169.15,2086,TRUE,SIN,Asia Pacific,Singapore,278 ms,3846 kB/s
8.219.153.237,8080,TRUE,NRT,Asia Pacific,Tokyo,349 ms,3840 kB/s
47.76.29.115,8080,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,3836 kB/s
47.236.97.90,80,TRUE,SIN,Asia Pacific,Singapore,271 ms,3834 kB/s
47.236.150.13,8880,TRUE,SIN,Asia Pacific,Singapore,274 ms,3833 kB/s
47.237.121.38,2086,TRUE,SIN,Asia Pacific,Singapore,274 ms,3833 kB/s
47.237.81.112,2082,TRUE,SIN,Asia Pacific,Singapore,279 ms,3833 kB/s
47.237.0.31,8080,TRUE,SIN,Asia Pacific,Singapore,265 ms,3824 kB/s
8.222.237.131,2082,TRUE,SIN,Asia Pacific,Singapore,271 ms,3823 kB/s
8.218.11.90,8080,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,3823 kB/s
47.236.17.193,2082,TRUE,SIN,Asia Pacific,Singapore,277 ms,3813 kB/s
47.242.174.27,2086,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,3812 kB/s
8.218.18.235,2095,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,3812 kB/s
47.236.172.95,8080,TRUE,SIN,Asia Pacific,Singapore,269 ms,3807 kB/s
47.76.33.40,2082,TRUE,HKG,Asia Pacific,Hong Kong,73 ms,3807 kB/s
47.236.169.15,8080,TRUE,SIN,Asia Pacific,Singapore,280 ms,3806 kB/s
47.243.186.171,80,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,3804 kB/s
47.236.166.131,2086,TRUE,SIN,Asia Pacific,Singapore,270 ms,3804 kB/s
47.236.9.152,80,TRUE,SIN,Asia Pacific,Singapore,278 ms,3801 kB/s
47.236.121.23,2052,TRUE,SIN,Asia Pacific,Singapore,274 ms,3796 kB/s
47.236.118.216,2095,TRUE,SIN,Asia Pacific,Singapore,275 ms,3794 kB/s
47.76.214.139,2082,TRUE,HKG,Asia Pacific,Hong Kong,55 ms,3793 kB/s
47.236.93.176,8880,TRUE,SIN,Asia Pacific,Singapore,284 ms,3793 kB/s
47.236.102.102,2082,TRUE,SIN,Asia Pacific,Singapore,292 ms,3791 kB/s
47.242.54.157,8080,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,3784 kB/s
47.237.92.26,2082,TRUE,SIN,Asia Pacific,Singapore,270 ms,3780 kB/s
47.237.81.112,80,TRUE,SIN,Asia Pacific,Singapore,275 ms,3777 kB/s
47.236.83.239,2082,TRUE,SIN,Asia Pacific,Singapore,273 ms,3776 kB/s
47.236.169.15,2052,TRUE,SIN,Asia Pacific,Singapore,275 ms,3774 kB/s
47.236.144.196,2095,TRUE,SIN,Asia Pacific,Singapore,276 ms,3773 kB/s
47.236.169.15,80,TRUE,SIN,Asia Pacific,Singapore,270 ms,3770 kB/s
47.236.123.133,8880,TRUE,SIN,Asia Pacific,Singapore,268 ms,3757 kB/s
47.237.10.1,8080,TRUE,SIN,Asia Pacific,Singapore,272 ms,3757 kB/s
8.218.18.132,8080,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,3756 kB/s
47.236.254.120,2086,TRUE,SIN,Asia Pacific,Singapore,268 ms,3756 kB/s
47.236.104.11,2086,TRUE,SIN,Asia Pacific,Singapore,266 ms,3756 kB/s
47.236.254.120,2095,TRUE,SIN,Asia Pacific,Singapore,274 ms,3745 kB/s
47.236.102.102,80,TRUE,SIN,Asia Pacific,Singapore,279 ms,3745 kB/s
47.236.169.141,2095,TRUE,SIN,Asia Pacific,Singapore,284 ms,3741 kB/s
47.237.8.82,8080,TRUE,SIN,Asia Pacific,Singapore,280 ms,3737 kB/s
47.236.202.91,8080,TRUE,SIN,Asia Pacific,Singapore,278 ms,3732 kB/s
47.236.97.90,2082,TRUE,SIN,Asia Pacific,Singapore,274 ms,3728 kB/s
8.218.204.128,2082,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,3726 kB/s
47.237.8.82,8880,TRUE,SIN,Asia Pacific,Singapore,268 ms,3726 kB/s
47.237.92.26,2052,TRUE,SIN,Asia Pacific,Singapore,274 ms,3717 kB/s
47.236.123.133,8080,TRUE,SIN,Asia Pacific,Singapore,287 ms,3695 kB/s
47.236.165.25,2086,TRUE,SIN,Asia Pacific,Singapore,262 ms,3692 kB/s
47.236.232.148,2082,TRUE,SIN,Asia Pacific,Singapore,265 ms,3688 kB/s
47.236.145.85,2082,TRUE,SIN,Asia Pacific,Singapore,273 ms,3680 kB/s
47.236.180.51,8880,TRUE,SIN,Asia Pacific,Singapore,271 ms,3676 kB/s
47.236.87.246,8880,TRUE,SIN,Asia Pacific,Singapore,268 ms,3676 kB/s
47.236.172.71,2082,TRUE,SIN,Asia Pacific,Singapore,279 ms,3670 kB/s
47.236.169.15,8880,TRUE,SIN,Asia Pacific,Singapore,269 ms,3670 kB/s
47.236.253.41,8080,TRUE,SIN,Asia Pacific,Singapore,273 ms,3670 kB/s
47.236.17.193,2095,TRUE,SIN,Asia Pacific,Singapore,282 ms,3669 kB/s
47.236.172.95,2086,TRUE,SIN,Asia Pacific,Singapore,267 ms,3669 kB/s
47.242.174.27,2095,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,3660 kB/s
47.236.167.231,80,TRUE,SIN,Asia Pacific,Singapore,281 ms,3658 kB/s
47.236.5.223,2086,TRUE,SIN,Asia Pacific,Singapore,268 ms,3657 kB/s
47.236.144.156,8880,TRUE,SIN,Asia Pacific,Singapore,286 ms,3654 kB/s
47.236.205.188,8080,TRUE,SIN,Asia Pacific,Singapore,268 ms,3648 kB/s
47.236.171.205,2082,TRUE,SIN,Asia Pacific,Singapore,271 ms,3647 kB/s
47.236.83.239,2095,TRUE,SIN,Asia Pacific,Singapore,272 ms,3644 kB/s
47.236.93.176,2082,TRUE,SIN,Asia Pacific,Singapore,270 ms,3639 kB/s
8.217.50.252,2086,TRUE,HKG,Asia Pacific,Hong Kong,75 ms,3638 kB/s
47.236.169.164,2052,TRUE,SIN,Asia Pacific,Singapore,276 ms,3638 kB/s
8.218.181.189,8880,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,3635 kB/s
47.237.82.15,8080,TRUE,SIN,Asia Pacific,Singapore,271 ms,3634 kB/s
8.218.181.189,2086,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,3634 kB/s
