IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.217.106.47,80,false,HKG,Asia Pacific,Hong Kong,60 ms,3683 kB/s
47.236.146.249,2095,false,SIN,Asia Pacific,Singapore,315 ms,3680 kB/s
47.237.125.8,8080,false,SIN,Asia Pacific,Singapore,293 ms,3679 kB/s
47.237.14.220,8880,false,SIN,Asia Pacific,Singapore,287 ms,3676 kB/s
47.236.144.196,2086,false,SIN,Asia Pacific,Singapore,326 ms,3663 kB/s
47.236.10.100,2095,false,SIN,Asia Pacific,Singapore,286 ms,3657 kB/s
47.237.84.173,80,false,SIN,Asia Pacific,Singapore,291 ms,3641 kB/s
47.237.95.156,8880,false,SIN,Asia Pacific,Singapore,382 ms,3639 kB/s
47.236.117.48,2082,false,SIN,Asia Pacific,Singapore,282 ms,3626 kB/s
47.236.117.48,8080,false,SIN,Asia Pacific,Singapore,288 ms,3620 kB/s
47.236.144.156,2095,false,SIN,Asia Pacific,Singapore,284 ms,3600 kB/s
47.236.144.208,2082,false,SIN,Asia Pacific,Singapore,278 ms,3589 kB/s
47.236.144.196,2082,false,SIN,Asia Pacific,Singapore,318 ms,3551 kB/s
47.236.9.152,8880,false,SIN,Asia Pacific,Singapore,281 ms,3546 kB/s
47.236.171.205,2052,false,SIN,Asia Pacific,Singapore,283 ms,3545 kB/s
47.237.84.173,2052,false,SIN,Asia Pacific,Singapore,284 ms,3536 kB/s
47.236.145.85,2095,false,SIN,Asia Pacific,Singapore,314 ms,3536 kB/s
47.243.91.58,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,3532 kB/s
47.236.253.41,8880,false,SIN,Asia Pacific,Singapore,307 ms,3527 kB/s
47.236.80.110,8080,false,SIN,Asia Pacific,Singapore,305 ms,3527 kB/s
47.237.121.38,2086,false,SIN,Asia Pacific,Singapore,297 ms,3519 kB/s
47.236.10.182,8880,false,SIN,Asia Pacific,Singapore,307 ms,3514 kB/s
47.237.84.173,2095,false,SIN,Asia Pacific,Singapore,278 ms,3514 kB/s
47.236.102.102,80,false,SIN,Asia Pacific,Singapore,353 ms,3503 kB/s
47.237.121.38,2095,false,SIN,Asia Pacific,Singapore,282 ms,3494 kB/s
47.236.130.95,2095,false,SIN,Asia Pacific,Singapore,311 ms,3484 kB/s
47.236.144.208,2052,false,SIN,Asia Pacific,Singapore,285 ms,3481 kB/s
47.236.146.249,8080,false,SIN,Asia Pacific,Singapore,312 ms,3477 kB/s
47.237.121.38,2052,false,SIN,Asia Pacific,Singapore,282 ms,3476 kB/s
47.236.170.225,8880,false,SIN,Asia Pacific,Singapore,280 ms,3473 kB/s
47.237.95.13,80,false,SIN,Asia Pacific,Singapore,300 ms,3472 kB/s
47.237.84.173,2082,false,SIN,Asia Pacific,Singapore,281 ms,3464 kB/s
47.236.10.100,2082,false,SIN,Asia Pacific,Singapore,290 ms,3464 kB/s
47.236.9.152,2086,false,SIN,Asia Pacific,Singapore,281 ms,3464 kB/s
47.237.121.38,8880,false,SIN,Asia Pacific,Singapore,307 ms,3460 kB/s
47.236.10.182,2095,false,SIN,Asia Pacific,Singapore,285 ms,3455 kB/s
47.237.95.13,8080,false,SIN,Asia Pacific,Singapore,300 ms,3446 kB/s
47.236.145.85,2052,false,SIN,Asia Pacific,Singapore,315 ms,3445 kB/s
47.236.93.176,2052,false,SIN,Asia Pacific,Singapore,308 ms,3435 kB/s
47.236.171.205,2086,false,SIN,Asia Pacific,Singapore,284 ms,3421 kB/s
47.236.87.246,2086,false,SIN,Asia Pacific,Singapore,278 ms,3419 kB/s
47.236.189.92,8080,false,SIN,Asia Pacific,Singapore,317 ms,3404 kB/s
47.236.167.231,8880,false,SIN,Asia Pacific,Singapore,283 ms,3385 kB/s
47.236.253.41,8080,false,SIN,Asia Pacific,Singapore,315 ms,3384 kB/s
47.236.144.156,8880,false,SIN,Asia Pacific,Singapore,303 ms,3381 kB/s
47.237.86.185,2052,false,SIN,Asia Pacific,Singapore,300 ms,3341 kB/s
47.236.146.249,8880,false,SIN,Asia Pacific,Singapore,307 ms,3340 kB/s
47.237.95.140,2052,false,SIN,Asia Pacific,Singapore,419 ms,3330 kB/s
47.236.167.231,2095,false,SIN,Asia Pacific,Singapore,282 ms,3329 kB/s
47.237.11.182,2086,false,SIN,Asia Pacific,Singapore,308 ms,3300 kB/s
47.236.168.17,8080,false,SIN,Asia Pacific,Singapore,287 ms,3295 kB/s
47.237.95.140,2086,false,SIN,Asia Pacific,Singapore,395 ms,3291 kB/s
47.236.9.152,8080,false,SIN,Asia Pacific,Singapore,287 ms,3287 kB/s
47.236.146.249,80,false,SIN,Asia Pacific,Singapore,333 ms,3278 kB/s
47.236.144.156,8080,false,SIN,Asia Pacific,Singapore,280 ms,3278 kB/s
47.76.214.139,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,3266 kB/s
47.236.170.225,2086,false,SIN,Asia Pacific,Singapore,282 ms,3265 kB/s
47.237.0.31,80,false,SIN,Asia Pacific,Singapore,384 ms,3263 kB/s
47.236.170.225,80,false,SIN,Asia Pacific,Singapore,286 ms,3254 kB/s
47.76.214.139,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,3253 kB/s
47.236.237.90,8080,false,SIN,Asia Pacific,Singapore,391 ms,3225 kB/s
47.236.10.182,2082,false,SIN,Asia Pacific,Singapore,307 ms,3220 kB/s
47.237.95.140,8880,false,SIN,Asia Pacific,Singapore,407 ms,3214 kB/s
47.237.10.1,2095,false,SIN,Asia Pacific,Singapore,283 ms,3210 kB/s
47.236.167.231,2052,false,SIN,Asia Pacific,Singapore,308 ms,3202 kB/s
47.236.172.71,8080,false,SIN,Asia Pacific,Singapore,310 ms,3201 kB/s
47.237.10.1,8880,false,SIN,Asia Pacific,Singapore,281 ms,3190 kB/s
47.237.95.156,2082,false,SIN,Asia Pacific,Singapore,393 ms,3184 kB/s
47.237.95.146,2086,false,SIN,Asia Pacific,Singapore,372 ms,3174 kB/s
47.236.150.13,2086,false,SIN,Asia Pacific,Singapore,402 ms,3165 kB/s
47.236.9.152,80,false,SIN,Asia Pacific,Singapore,288 ms,3159 kB/s
47.237.82.15,2095,false,SIN,Asia Pacific,Singapore,336 ms,3157 kB/s
47.237.82.15,8880,false,SIN,Asia Pacific,Singapore,345 ms,3151 kB/s
47.237.82.15,8080,false,SIN,Asia Pacific,Singapore,339 ms,3148 kB/s
47.236.169.15,8880,false,SIN,Asia Pacific,Singapore,286 ms,3136 kB/s
47.236.93.176,80,false,SIN,Asia Pacific,Singapore,311 ms,3131 kB/s
47.236.9.152,2082,false,SIN,Asia Pacific,Singapore,299 ms,3128 kB/s
47.237.95.146,80,false,SIN,Asia Pacific,Singapore,361 ms,3118 kB/s
47.236.87.246,8080,false,SIN,Asia Pacific,Singapore,286 ms,3076 kB/s
47.237.92.26,2095,false,SIN,Asia Pacific,Singapore,313 ms,3064 kB/s
47.236.189.92,8880,false,SIN,Asia Pacific,Singapore,299 ms,3057 kB/s
47.236.180.51,8080,false,SIN,Asia Pacific,Singapore,355 ms,3050 kB/s
47.236.83.239,2095,false,SIN,Asia Pacific,Singapore,283 ms,3042 kB/s
47.237.81.112,2086,false,SIN,Asia Pacific,Singapore,288 ms,3041 kB/s
8.223.2.222,80,false,SIN,Asia Pacific,Singapore,77 ms,3031 kB/s
47.237.14.220,2052,false,SIN,Asia Pacific,Singapore,304 ms,3030 kB/s
47.76.26.26,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,3027 kB/s
47.236.80.110,2082,false,SIN,Asia Pacific,Singapore,331 ms,3026 kB/s
47.237.84.173,2086,false,SIN,Asia Pacific,Singapore,282 ms,3025 kB/s
47.236.17.193,2082,false,SIN,Asia Pacific,Singapore,333 ms,3025 kB/s
47.237.95.140,2082,false,SIN,Asia Pacific,Singapore,374 ms,3022 kB/s
47.236.171.205,80,false,SIN,Asia Pacific,Singapore,283 ms,3020 kB/s
47.236.180.24,80,false,SIN,Asia Pacific,Singapore,320 ms,3019 kB/s
47.236.118.216,2052,false,SIN,Asia Pacific,Singapore,353 ms,2994 kB/s
47.236.149.107,80,false,SIN,Asia Pacific,Singapore,389 ms,2993 kB/s
47.237.82.15,2082,false,SIN,Asia Pacific,Singapore,357 ms,2986 kB/s
47.236.121.23,8080,false,SIN,Asia Pacific,Singapore,387 ms,2986 kB/s
47.236.80.110,2086,false,SIN,Asia Pacific,Singapore,311 ms,2984 kB/s
47.237.125.8,8880,false,SIN,Asia Pacific,Singapore,317 ms,2982 kB/s
47.237.8.82,80,false,SIN,Asia Pacific,Singapore,382 ms,2974 kB/s
47.236.144.196,2052,false,SIN,Asia Pacific,Singapore,319 ms,2965 kB/s
47.236.5.223,2052,false,SIN,Asia Pacific,Singapore,318 ms,2963 kB/s
47.236.145.85,8880,false,SIN,Asia Pacific,Singapore,284 ms,2949 kB/s
47.236.87.246,8880,false,SIN,Asia Pacific,Singapore,282 ms,2948 kB/s
47.237.81.112,8880,false,SIN,Asia Pacific,Singapore,282 ms,2948 kB/s
47.236.104.11,2082,false,SIN,Asia Pacific,Singapore,396 ms,2947 kB/s
47.236.171.205,2095,false,SIN,Asia Pacific,Singapore,282 ms,2945 kB/s
47.236.97.90,2082,false,SIN,Asia Pacific,Singapore,354 ms,2932 kB/s
47.236.169.15,2082,false,SIN,Asia Pacific,Singapore,301 ms,2917 kB/s
47.236.145.85,2086,false,SIN,Asia Pacific,Singapore,294 ms,2910 kB/s
47.236.169.15,2052,false,SIN,Asia Pacific,Singapore,285 ms,2905 kB/s
47.237.8.82,2095,false,SIN,Asia Pacific,Singapore,382 ms,2892 kB/s
47.236.80.110,8880,false,SIN,Asia Pacific,Singapore,324 ms,2891 kB/s
47.236.93.176,8080,false,SIN,Asia Pacific,Singapore,280 ms,2889 kB/s
47.236.118.216,80,false,SIN,Asia Pacific,Singapore,342 ms,2886 kB/s
47.236.104.11,2052,false,SIN,Asia Pacific,Singapore,398 ms,2884 kB/s
47.236.180.24,2086,false,SIN,Asia Pacific,Singapore,316 ms,2881 kB/s
47.236.168.17,80,false,SIN,Asia Pacific,Singapore,282 ms,2869 kB/s
47.236.75.152,2086,false,SIN,Asia Pacific,Singapore,310 ms,2863 kB/s
47.237.83.20,8880,false,SIN,Asia Pacific,Singapore,278 ms,2862 kB/s
47.236.75.152,80,false,SIN,Asia Pacific,Singapore,309 ms,2857 kB/s
47.237.84.173,8880,false,SIN,Asia Pacific,Singapore,282 ms,2857 kB/s
47.236.87.246,2082,false,SIN,Asia Pacific,Singapore,278 ms,2855 kB/s
47.237.92.26,8080,false,SIN,Asia Pacific,Singapore,320 ms,2851 kB/s
47.237.95.146,2095,false,SIN,Asia Pacific,Singapore,363 ms,2851 kB/s
47.236.169.141,2082,false,SIN,Asia Pacific,Singapore,333 ms,2846 kB/s
47.236.125.62,2052,false,NRT,Asia Pacific,Tokyo,360 ms,2845 kB/s
47.236.75.113,8080,false,SIN,Asia Pacific,Singapore,386 ms,2838 kB/s
47.236.144.196,8880,false,SIN,Asia Pacific,Singapore,322 ms,2832 kB/s
47.236.10.100,80,false,SIN,Asia Pacific,Singapore,313 ms,2831 kB/s
47.237.83.20,2086,false,SIN,Asia Pacific,Singapore,286 ms,2823 kB/s
47.236.170.225,2082,false,SIN,Asia Pacific,Singapore,308 ms,2819 kB/s
47.236.180.24,8880,false,SIN,Asia Pacific,Singapore,313 ms,2814 kB/s
47.236.130.95,80,false,SIN,Asia Pacific,Singapore,313 ms,2812 kB/s
47.236.180.24,2052,false,SIN,Asia Pacific,Singapore,326 ms,2798 kB/s
47.236.149.107,2086,false,SIN,Asia Pacific,Singapore,392 ms,2795 kB/s
47.236.102.102,2086,false,SIN,Asia Pacific,Singapore,335 ms,2785 kB/s
47.236.180.51,80,false,SIN,Asia Pacific,Singapore,344 ms,2784 kB/s
47.236.144.208,8080,false,SIN,Asia Pacific,Singapore,300 ms,2782 kB/s
47.236.144.208,80,false,SIN,Asia Pacific,Singapore,283 ms,2782 kB/s
47.236.83.239,2086,false,SIN,Asia Pacific,Singapore,307 ms,2778 kB/s
47.236.180.51,8880,false,SIN,Asia Pacific,Singapore,362 ms,2772 kB/s
47.236.87.246,80,false,SIN,Asia Pacific,Singapore,283 ms,2771 kB/s
47.236.117.48,2086,false,SIN,Asia Pacific,Singapore,287 ms,2767 kB/s
47.236.232.148,2095,false,SIN,Asia Pacific,Singapore,325 ms,2766 kB/s
47.236.168.17,2086,false,SIN,Asia Pacific,Singapore,281 ms,2755 kB/s
47.237.0.31,2052,false,SIN,Asia Pacific,Singapore,402 ms,2731 kB/s
47.236.170.225,2095,false,SIN,Asia Pacific,Singapore,304 ms,2731 kB/s
47.236.146.249,2082,false,SIN,Asia Pacific,Singapore,306 ms,2721 kB/s
47.236.169.141,80,false,SIN,Asia Pacific,Singapore,350 ms,2703 kB/s
47.236.97.90,2086,false,SIN,Asia Pacific,Singapore,344 ms,2700 kB/s
47.236.75.113,2095,false,SIN,Asia Pacific,Singapore,394 ms,2698 kB/s
47.236.145.85,80,false,SIN,Asia Pacific,Singapore,313 ms,2696 kB/s
47.236.149.107,2095,false,SIN,Asia Pacific,Singapore,411 ms,2694 kB/s
47.236.180.24,8080,false,SIN,Asia Pacific,Singapore,320 ms,2693 kB/s
47.236.17.193,2095,false,SIN,Asia Pacific,Singapore,332 ms,2692 kB/s
47.236.5.223,8080,false,SIN,Asia Pacific,Singapore,328 ms,2691 kB/s
47.236.75.152,2082,false,SIN,Asia Pacific,Singapore,338 ms,2689 kB/s
47.236.118.216,2082,false,SIN,Asia Pacific,Singapore,344 ms,2683 kB/s
47.237.95.13,8880,false,SIN,Asia Pacific,Singapore,284 ms,2681 kB/s
47.236.10.100,8880,false,SIN,Asia Pacific,Singapore,289 ms,2681 kB/s
47.236.189.92,80,false,SIN,Asia Pacific,Singapore,290 ms,2677 kB/s
47.236.93.176,8880,false,SIN,Asia Pacific,Singapore,294 ms,2669 kB/s
47.236.189.92,2086,false,SIN,Asia Pacific,Singapore,313 ms,2660 kB/s
47.236.170.54,2095,false,SIN,Asia Pacific,Singapore,362 ms,2659 kB/s
47.236.75.152,8080,false,SIN,Asia Pacific,Singapore,328 ms,2657 kB/s
47.236.169.141,2052,false,SIN,Asia Pacific,Singapore,329 ms,2655 kB/s
47.237.0.31,2086,false,SIN,Asia Pacific,Singapore,397 ms,2646 kB/s
47.236.104.11,80,false,SIN,Asia Pacific,Singapore,391 ms,2641 kB/s
47.236.104.11,8080,false,SIN,Asia Pacific,Singapore,378 ms,2633 kB/s
47.236.171.205,2082,false,SIN,Asia Pacific,Singapore,280 ms,2627 kB/s
47.236.169.141,8880,false,SIN,Asia Pacific,Singapore,332 ms,2625 kB/s
47.237.121.38,80,false,SIN,Asia Pacific,Singapore,281 ms,2613 kB/s
47.236.144.48,80,false,SIN,Asia Pacific,Singapore,320 ms,2610 kB/s
47.236.102.102,8880,false,SIN,Asia Pacific,Singapore,343 ms,2609 kB/s
47.236.75.152,2095,false,SIN,Asia Pacific,Singapore,331 ms,2604 kB/s
47.236.232.148,2086,false,SIN,Asia Pacific,Singapore,324 ms,2604 kB/s
47.236.144.208,2086,false,SIN,Asia Pacific,Singapore,303 ms,2597 kB/s
47.237.11.182,2082,false,SIN,Asia Pacific,Singapore,307 ms,2596 kB/s
47.236.232.148,8080,false,SIN,Asia Pacific,Singapore,331 ms,2594 kB/s
47.236.169.164,2086,false,SIN,Asia Pacific,Singapore,387 ms,2592 kB/s
47.237.125.8,2095,false,SIN,Asia Pacific,Singapore,310 ms,2586 kB/s
47.236.169.164,2052,false,SIN,Asia Pacific,Singapore,364 ms,2584 kB/s
47.236.169.164,2082,false,SIN,Asia Pacific,Singapore,379 ms,2583 kB/s
47.236.123.133,2086,false,SIN,Asia Pacific,Singapore,366 ms,2579 kB/s
47.237.84.173,8080,false,SIN,Asia Pacific,Singapore,301 ms,2578 kB/s
47.236.144.156,2086,false,SIN,Asia Pacific,Singapore,284 ms,2569 kB/s
47.236.144.48,2095,false,SIN,Asia Pacific,Singapore,322 ms,2569 kB/s
47.236.253.41,80,false,SIN,Asia Pacific,Singapore,311 ms,2565 kB/s
47.236.180.24,2082,false,SIN,Asia Pacific,Singapore,309 ms,2562 kB/s
47.236.5.223,2086,false,SIN,Asia Pacific,Singapore,307 ms,2562 kB/s
47.236.117.48,8880,false,SIN,Asia Pacific,Singapore,279 ms,2559 kB/s
47.237.8.82,2082,false,SIN,Asia Pacific,Singapore,400 ms,2556 kB/s
47.236.102.102,2095,false,SIN,Asia Pacific,Singapore,361 ms,2552 kB/s
47.236.75.113,8880,false,SIN,Asia Pacific,Singapore,390 ms,2545 kB/s
47.236.10.100,8080,false,SIN,Asia Pacific,Singapore,312 ms,2539 kB/s
47.236.253.41,2082,false,SIN,Asia Pacific,Singapore,318 ms,2537 kB/s
47.236.104.11,8880,false,SIN,Asia Pacific,Singapore,374 ms,2535 kB/s
47.236.144.156,2082,false,SIN,Asia Pacific,Singapore,284 ms,2524 kB/s
47.90.141.204,80,false,LAX,North America,Los Angeles,269 ms,2523 kB/s
47.236.75.152,2052,false,SIN,Asia Pacific,Singapore,337 ms,2522 kB/s
47.237.81.112,2052,false,SIN,Asia Pacific,Singapore,283 ms,2516 kB/s
47.236.144.208,8880,false,SIN,Asia Pacific,Singapore,305 ms,2516 kB/s
47.236.164.215,2086,false,SIN,Asia Pacific,Singapore,302 ms,2513 kB/s
47.237.95.13,2082,false,SIN,Asia Pacific,Singapore,283 ms,2512 kB/s
47.236.10.100,2086,false,SIN,Asia Pacific,Singapore,291 ms,2509 kB/s
47.236.237.90,2082,false,SIN,Asia Pacific,Singapore,391 ms,2508 kB/s
47.236.169.164,2095,false,SIN,Asia Pacific,Singapore,367 ms,2505 kB/s
47.237.95.156,2052,false,SIN,Asia Pacific,Singapore,383 ms,2497 kB/s
47.237.125.8,2086,false,SIN,Asia Pacific,Singapore,316 ms,2494 kB/s
47.236.102.102,2052,false,SIN,Asia Pacific,Singapore,338 ms,2490 kB/s
47.236.254.120,2095,false,SIN,Asia Pacific,Singapore,366 ms,2487 kB/s
47.237.10.1,2052,false,SIN,Asia Pacific,Singapore,309 ms,2485 kB/s
47.236.174.206,8880,false,SIN,Asia Pacific,Singapore,363 ms,2484 kB/s
47.237.95.156,80,false,SIN,Asia Pacific,Singapore,411 ms,2472 kB/s
47.236.144.48,2082,false,SIN,Asia Pacific,Singapore,319 ms,2469 kB/s
47.236.168.17,2082,false,SIN,Asia Pacific,Singapore,302 ms,2467 kB/s
47.236.87.246,2095,false,SIN,Asia Pacific,Singapore,306 ms,2465 kB/s
47.236.102.102,2082,false,SIN,Asia Pacific,Singapore,362 ms,2450 kB/s
47.236.172.71,2095,false,SIN,Asia Pacific,Singapore,314 ms,2445 kB/s
47.237.100.206,2095,false,SIN,Asia Pacific,Singapore,395 ms,2445 kB/s
47.236.87.246,2052,false,SIN,Asia Pacific,Singapore,283 ms,2434 kB/s
47.236.150.13,2082,false,SIN,Asia Pacific,Singapore,414 ms,2427 kB/s
47.236.144.196,80,false,SIN,Asia Pacific,Singapore,320 ms,2427 kB/s
47.236.169.15,8080,false,SIN,Asia Pacific,Singapore,278 ms,2421 kB/s
47.236.237.90,2086,false,SIN,Asia Pacific,Singapore,411 ms,2418 kB/s
47.236.167.231,2086,false,SIN,Asia Pacific,Singapore,293 ms,2416 kB/s
47.236.232.148,80,false,SIN,Asia Pacific,Singapore,345 ms,2415 kB/s
47.237.92.26,2082,false,SIN,Asia Pacific,Singapore,315 ms,2412 kB/s
47.236.165.25,8880,false,SIN,Asia Pacific,Singapore,387 ms,2406 kB/s
47.236.189.92,2052,false,SIN,Asia Pacific,Singapore,288 ms,2402 kB/s
47.236.254.120,80,false,SIN,Asia Pacific,Singapore,372 ms,2401 kB/s
47.236.10.182,2086,false,SIN,Asia Pacific,Singapore,285 ms,2394 kB/s
47.237.81.112,80,false,SIN,Asia Pacific,Singapore,281 ms,2393 kB/s
47.237.10.1,2086,false,SIN,Asia Pacific,Singapore,293 ms,2390 kB/s
47.236.171.205,8880,false,SIN,Asia Pacific,Singapore,283 ms,2389 kB/s
47.236.165.25,80,false,SIN,Asia Pacific,Singapore,407 ms,2384 kB/s
47.236.97.90,2095,false,SIN,Asia Pacific,Singapore,357 ms,2379 kB/s
47.236.253.41,2086,false,SIN,Asia Pacific,Singapore,308 ms,2378 kB/s
47.236.164.215,80,false,SIN,Asia Pacific,Singapore,311 ms,2375 kB/s
47.237.82.15,2086,false,SIN,Asia Pacific,Singapore,342 ms,2375 kB/s
47.236.80.110,2052,false,SIN,Asia Pacific,Singapore,321 ms,2373 kB/s
47.237.95.140,8080,false,SIN,Asia Pacific,Singapore,374 ms,2364 kB/s
47.236.168.17,2095,false,SIN,Asia Pacific,Singapore,284 ms,2358 kB/s
47.237.0.31,8080,false,SIN,Asia Pacific,Singapore,383 ms,2344 kB/s
47.76.98.98,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,2337 kB/s
47.236.164.215,8880,false,SIN,Asia Pacific,Singapore,291 ms,2336 kB/s
47.236.164.215,2095,false,SIN,Asia Pacific,Singapore,286 ms,2335 kB/s
47.236.150.13,80,false,SIN,Asia Pacific,Singapore,386 ms,2334 kB/s
47.237.125.8,2082,false,SIN,Asia Pacific,Singapore,291 ms,2332 kB/s
47.236.174.206,8080,false,SIN,Asia Pacific,Singapore,377 ms,2330 kB/s
47.237.83.20,2095,false,SIN,Asia Pacific,Singapore,279 ms,2329 kB/s
47.236.180.24,2095,false,SIN,Asia Pacific,Singapore,336 ms,2327 kB/s
47.237.11.182,2095,false,SIN,Asia Pacific,Singapore,305 ms,2310 kB/s
47.236.93.176,2082,false,SIN,Asia Pacific,Singapore,286 ms,2306 kB/s
47.236.169.15,2095,false,SIN,Asia Pacific,Singapore,300 ms,2299 kB/s
47.237.95.13,2052,false,SIN,Asia Pacific,Singapore,300 ms,2288 kB/s
47.236.169.164,80,false,SIN,Asia Pacific,Singapore,364 ms,2279 kB/s
47.236.174.206,2095,false,SIN,Asia Pacific,Singapore,351 ms,2276 kB/s
47.237.95.146,2052,false,SIN,Asia Pacific,Singapore,375 ms,2269 kB/s
47.236.232.148,8880,false,SIN,Asia Pacific,Singapore,324 ms,2264 kB/s
47.236.166.131,8880,false,SIN,Asia Pacific,Singapore,359 ms,2257 kB/s
47.76.32.108,80,false,HKG,Asia Pacific,Hong Kong,59 ms,2248 kB/s
47.237.100.206,80,false,SIN,Asia Pacific,Singapore,375 ms,2243 kB/s
47.236.5.223,8880,false,SIN,Asia Pacific,Singapore,317 ms,2243 kB/s
47.236.75.113,2086,false,SIN,Asia Pacific,Singapore,374 ms,2242 kB/s
47.236.117.48,80,false,SIN,Asia Pacific,Singapore,302 ms,2242 kB/s
47.236.169.15,2086,false,SIN,Asia Pacific,Singapore,298 ms,2237 kB/s
47.236.232.148,2052,false,SIN,Asia Pacific,Singapore,339 ms,2228 kB/s
47.236.5.223,80,false,SIN,Asia Pacific,Singapore,308 ms,2223 kB/s
47.236.174.206,2082,false,SIN,Asia Pacific,Singapore,355 ms,2220 kB/s
47.76.32.108,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,2208 kB/s
47.237.95.156,2095,false,SIN,Asia Pacific,Singapore,393 ms,2206 kB/s
47.237.94.140,2095,false,SIN,Asia Pacific,Singapore,360 ms,2201 kB/s
