IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.118.216,2087,true,SIN,Asia Pacific,Singapore,232 ms,4058 kB/s
47.236.117.48,2096,true,SIN,Asia Pacific,Singapore,219 ms,4029 kB/s
47.236.202.91,8443,true,SIN,Asia Pacific,Singapore,229 ms,4018 kB/s
8.219.200.145,2087,true,SIN,Asia Pacific,Singapore,226 ms,4002 kB/s
47.236.253.41,2083,true,SIN,Asia Pacific,Singapore,224 ms,3916 kB/s
47.237.83.20,2087,true,SIN,Asia Pacific,Singapore,211 ms,3903 kB/s
47.236.170.225,2096,true,SIN,Asia Pacific,Singapore,212 ms,3811 kB/s
8.219.191.40,8443,true,SIN,Asia Pacific,Singapore,223 ms,3781 kB/s
47.236.180.51,2083,true,SIN,Asia Pacific,Singapore,230 ms,3763 kB/s
8.217.90.154,443,true,HKG,Asia Pacific,Hong Kong,58 ms,3743 kB/s
47.236.145.85,443,true,SIN,Asia Pacific,Singapore,211 ms,3719 kB/s
47.236.85.11,8443,true,SIN,Asia Pacific,Singapore,228 ms,3644 kB/s
47.236.253.41,8443,true,SIN,Asia Pacific,Singapore,210 ms,3621 kB/s
8.219.191.40,2053,true,SIN,Asia Pacific,Singapore,217 ms,3579 kB/s
47.236.180.51,2053,true,SIN,Asia Pacific,Singapore,227 ms,3553 kB/s
47.236.165.25,2083,true,SIN,Asia Pacific,Singapore,210 ms,3537 kB/s
47.236.125.62,2087,true,NRT,Asia Pacific,Tokyo,272 ms,3535 kB/s
47.236.170.225,8443,true,SIN,Asia Pacific,Singapore,218 ms,3505 kB/s
47.237.14.220,2087,true,SIN,Asia Pacific,Singapore,208 ms,3502 kB/s
47.236.180.51,2096,true,SIN,Asia Pacific,Singapore,234 ms,3479 kB/s
47.76.204.76,2096,true,HKG,Asia Pacific,Hong Kong,69 ms,3434 kB/s
8.219.191.40,2096,true,SIN,Asia Pacific,Singapore,217 ms,3426 kB/s
47.236.10.182,8443,true,SIN,Asia Pacific,Singapore,232 ms,3328 kB/s
47.237.95.146,2096,true,SIN,Asia Pacific,Singapore,216 ms,3317 kB/s
47.236.125.62,8443,true,NRT,Asia Pacific,Tokyo,285 ms,3254 kB/s
47.236.145.85,2083,true,SIN,Asia Pacific,Singapore,228 ms,3014 kB/s
47.236.10.182,2096,true,SIN,Asia Pacific,Singapore,232 ms,2994 kB/s
47.236.17.193,2087,true,SIN,Asia Pacific,Singapore,225 ms,2974 kB/s
47.236.180.51,8443,true,SIN,Asia Pacific,Singapore,218 ms,2582 kB/s
47.236.145.85,8443,true,SIN,Asia Pacific,Singapore,214 ms,2577 kB/s
47.76.204.76,2087,true,HKG,Asia Pacific,Hong Kong,80 ms,2435 kB/s
8.217.132.184,443,true,HKG,Asia Pacific,Hong Kong,63 ms,2385 kB/s
47.236.125.62,2083,true,NRT,Asia Pacific,Tokyo,286 ms,2190 kB/s
47.243.86.79,2096,true,HKG,Asia Pacific,Hong Kong,61 ms,2179 kB/s
8.218.3.12,2087,true,HKG,Asia Pacific,Hong Kong,64 ms,2169 kB/s
47.236.202.91,2083,true,SIN,Asia Pacific,Singapore,216 ms,2159 kB/s
47.76.204.76,8443,true,HKG,Asia Pacific,Hong Kong,68 ms,1955 kB/s
47.237.92.26,2087,true,SIN,Asia Pacific,Singapore,211 ms,1635 kB/s
47.238.164.202,443,true,HKG,Asia Pacific,Hong Kong,54 ms,1622 kB/s
8.219.191.40,2087,true,SIN,Asia Pacific,Singapore,245 ms,1612 kB/s
47.76.178.146,2096,true,HKG,Asia Pacific,Hong Kong,66 ms,1285 kB/s
47.76.178.146,2053,true,HKG,Asia Pacific,Hong Kong,73 ms,1129 kB/s
8.219.174.142,2087,true,SIN,Asia Pacific,Singapore,214 ms,1126 kB/s
47.237.95.146,2087,true,SIN,Asia Pacific,Singapore,215 ms,1004 kB/s
8.218.3.12,2053,true,HKG,Asia Pacific,Hong Kong,66 ms,924 kB/s
47.243.86.79,2053,true,HKG,Asia Pacific,Hong Kong,62 ms,924 kB/s
8.218.63.172,443,true,HKG,Asia Pacific,Hong Kong,64 ms,745 kB/s
47.236.146.249,8443,true,SIN,Asia Pacific,Singapore,217 ms,646 kB/s
47.76.77.103,2053,true,HKG,Asia Pacific,Hong Kong,59 ms,643 kB/s
47.243.86.79,2087,true,HKG,Asia Pacific,Hong Kong,60 ms,614 kB/s
47.243.86.79,2083,true,HKG,Asia Pacific,Hong Kong,62 ms,572 kB/s
47.243.234.9,2053,true,HKG,Asia Pacific,Hong Kong,67 ms,524 kB/s
47.76.146.1,2096,true,HKG,Asia Pacific,Hong Kong,58 ms,505 kB/s
47.243.234.9,2083,true,HKG,Asia Pacific,Hong Kong,65 ms,448 kB/s
8.218.3.12,8443,true,HKG,Asia Pacific,Hong Kong,63 ms,358 kB/s
47.243.90.180,2096,true,HKG,Asia Pacific,Hong Kong,69 ms,355 kB/s
47.76.94.15,2087,true,HKG,Asia Pacific,Hong Kong,65 ms,326 kB/s
47.76.146.1,2053,true,HKG,Asia Pacific,Hong Kong,63 ms,281 kB/s
47.76.77.103,2083,true,HKG,Asia Pacific,Hong Kong,61 ms,259 kB/s
47.243.86.79,8443,true,HKG,Asia Pacific,Hong Kong,66 ms,214 kB/s
8.218.3.12,2083,true,HKG,Asia Pacific,Hong Kong,66 ms,92 kB/s
8.210.92.27,443,true,HKG,Asia Pacific,Hong Kong,66 ms,21 kB/s
47.57.13.107,443,true,HKG,Asia Pacific,Hong Kong,65 ms,2 kB/s
47.243.90.180,2053,true,HKG,Asia Pacific,Hong Kong,80 ms,1 kB/s
149.129.8.215,443,true,SJC,North America,San Jose,98 ms,0 kB/s
8.218.3.12,2096,true,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.222.191.138,2087,true,SIN,Asia Pacific,Singapore,232 ms,0 kB/s
47.76.94.15,2083,true,HKG,Asia Pacific,Hong Kong,57 ms,0 kB/s
47.76.77.103,8443,true,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
8.222.225.193,443,true,SIN,Asia Pacific,Singapore,219 ms,0 kB/s
47.76.178.146,2087,true,HKG,Asia Pacific,Hong Kong,70 ms,0 kB/s
47.236.254.120,2087,true,SIN,Asia Pacific,Singapore,229 ms,0 kB/s
47.90.141.204,443,true,LAX,North America,Los Angeles,250 ms,0 kB/s
47.76.178.146,8443,true,HKG,Asia Pacific,Hong Kong,71 ms,0 kB/s
