IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.170.225,2053,true,SIN,Asia Pacific,Singapore,228 ms,2990 kB/s
47.238.164.202,443,true,HKG,Asia Pacific,Hong Kong,66 ms,2927 kB/s
47.76.204.76,2087,true,HKG,Asia Pacific,Hong Kong,62 ms,2846 kB/s
8.219.170.232,8443,true,SIN,Asia Pacific,Singapore,249 ms,2840 kB/s
8.219.111.147,2087,true,SIN,Asia Pacific,Singapore,223 ms,2777 kB/s
47.76.178.146,2053,true,HKG,Asia Pacific,Hong Kong,69 ms,2745 kB/s
47.236.117.48,2053,true,SIN,Asia Pacific,Singapore,229 ms,2709 kB/s
47.236.145.85,2053,true,SIN,Asia Pacific,Singapore,224 ms,2537 kB/s
47.76.178.146,2083,true,HKG,Asia Pacific,Hong Kong,67 ms,2527 kB/s
47.236.130.95,2053,true,SIN,Asia Pacific,Singapore,231 ms,2484 kB/s
47.236.125.62,8443,true,NRT,Asia Pacific,Tokyo,343 ms,2098 kB/s
8.219.111.147,2083,true,SIN,Asia Pacific,Singapore,224 ms,2001 kB/s
47.76.204.76,2053,true,HKG,Asia Pacific,Hong Kong,59 ms,1875 kB/s
47.236.180.51,2083,true,SIN,Asia Pacific,Singapore,245 ms,1750 kB/s
8.219.170.232,2096,true,SIN,Asia Pacific,Singapore,222 ms,1628 kB/s
8.219.111.147,8443,true,SIN,Asia Pacific,Singapore,220 ms,1494 kB/s
47.76.178.146,2087,true,HKG,Asia Pacific,Hong Kong,70 ms,934 kB/s
8.219.170.232,2087,true,SIN,Asia Pacific,Singapore,232 ms,927 kB/s
8.219.237.250,2083,true,SIN,Asia Pacific,Singapore,218 ms,873 kB/s
47.76.32.108,2083,true,HKG,Asia Pacific,Hong Kong,75 ms,838 kB/s
47.236.202.91,2096,true,SIN,Asia Pacific,Singapore,224 ms,773 kB/s
47.76.33.40,2087,true,HKG,Asia Pacific,Hong Kong,95 ms,692 kB/s
47.236.164.215,2083,true,SIN,Asia Pacific,Singapore,237 ms,611 kB/s
47.76.146.1,8443,true,HKG,Asia Pacific,Hong Kong,58 ms,521 kB/s
47.76.146.1,2083,true,HKG,Asia Pacific,Hong Kong,68 ms,358 kB/s
47.236.180.51,2096,true,SIN,Asia Pacific,Singapore,230 ms,288 kB/s
47.238.40.58,2053,true,HKG,Asia Pacific,Hong Kong,57 ms,253 kB/s
47.57.245.232,443,true,SJC,North America,San Jose,66 ms,189 kB/s
47.76.33.40,2096,true,HKG,Asia Pacific,Hong Kong,67 ms,131 kB/s
8.218.63.172,443,true,HKG,Asia Pacific,Hong Kong,66 ms,131 kB/s
47.238.40.58,2087,true,HKG,Asia Pacific,Hong Kong,74 ms,35 kB/s
47.57.13.107,443,true,HKG,Asia Pacific,Hong Kong,66 ms,12 kB/s
47.76.32.108,2053,true,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.236.164.215,8443,true,SIN,Asia Pacific,Singapore,220 ms,0 kB/s
47.236.180.51,8443,true,SIN,Asia Pacific,Singapore,233 ms,0 kB/s
47.76.94.15,2087,true,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.236.202.91,2053,true,SIN,Asia Pacific,Singapore,226 ms,0 kB/s
47.76.94.15,2053,true,HKG,Asia Pacific,Hong Kong,57 ms,0 kB/s
47.76.94.15,2096,true,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.236.180.51,2053,true,SIN,Asia Pacific,Singapore,223 ms,0 kB/s
47.76.204.76,2083,true,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.219.240.160,2096,true,SIN,Asia Pacific,Singapore,225 ms,0 kB/s
47.236.170.225,2096,true,SIN,Asia Pacific,Singapore,226 ms,0 kB/s
47.76.146.1,2053,true,HKG,Asia Pacific,Hong Kong,56 ms,0 kB/s
47.76.37.57,8443,true,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.236.180.51,2087,true,SIN,Asia Pacific,Singapore,231 ms,0 kB/s
47.237.14.220,2096,true,SIN,Asia Pacific,Singapore,226 ms,0 kB/s
47.76.32.108,2096,true,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
